Ecode,Local_Authority,netcollect_tot_1,tpptola,tppfromla,costcoll_form,costcoll_legal,costcoll_allow,cityoffset,disreg_da_2,disreg_renew_tot_1,disreg_renew_ba,disreg_renew_mpa,disreg_shale_tot_1,nndrincome,nndrsharepc_cg,nndrsharepc_ba,nndrsharepc_mpa,nndrsharepc_fra,nndrsharepc_tot,nndrshare_cg,nndrshare_ba,nndrshare_mpa,nndrshare_fra,nndrshare_tot,nndrcsdeduct_cg,nndrcsdeduct_ba,nndrcsdeduct_mpa,nndrcsdeduct_fra,nndrcsdeduct_tot_1,nri_cg,nri_ba,nri_mpa,nri_fra,nri_tot,costcoll_allow_ba,costcoll_allow_tot,disreg_da_ba,disreg_da_mpa,disreg_da_3,disreg_renew_ba_1,disreg_renew_mpa_1,disreg_renew_tot_2,disreg_shale_ba,disreg_shale_mpa,disreg_shale_fra,disreg_shale_tot_2,ezrelief_nonpil_ba,ezrelief_nonpil_mpa,ezrelief_nonpil_fra,ezrelief_nonpil_tot_1,cityoffset_ba,cityoffset_tot,portbristol_ba,portbristol_tot_1,surpdef_cg,surpdef_ba,surpdef_mpa,surpdef_fra,surpdef_tot,totdue_cg,totdue_ba,totdue_mpa,totdue_fra,totdue_tot,s31_sbrrmcap_ba,s31_sbrrmcap_mpa,s31_sbrrmcap_fra,s31_sbrrmcap_tot,s31_sbrrdouble_ba,s31_sbrrdouble_mpa,s31_sbrrdouble_fra,s31_sbrrdouble_tot,s31_sbrrloss_ba,s31_sbrrloss_mpa,s31_sbrrloss_fra,s31_sbrrloss_tot,s31_sbrrfirst_ba,s31_sbrrfirst_mpa,s31_sbrrfirst_fra,s31_sbrrfirst_tot,s31_rural_ba,s31_rural_mpa,s31_rural_fra,s31_rural_tot,s31_smlsupp_ba,s31_smlsupp_mpa,s31_smlsupp_fra,s31_smlsupp_tot,s31_ezr100pil_ba,s31_ezr100pil_mpa,s31_ezr100pil_fra,s31_ezr100pil_tot,s31_localnews_ba,s31_localnews_mpa,s31_localnews_fra,s31_localnews_tot,s31_publictoil_ba,s31_publictoil_mpa,s31_publictoil_fra,s31_publictoil_tot,s31_rhl_ba,s31_rhl_mpa,s31_rhl_fra,s31_rhl_tot,s31_total_ba,s31_total_mpa,s31_total_fra,s31_total_tot,rvdate,totrv_baa,totrv_da,totrv_tot,sbrmultiple,grsrate_baa,grsrate_da,grsrate_estgrow_baa,grsrate_estgrow_da,grsrate_fcast_baa,grsrate_fcast_da,grsrate_fcast_tot,transarr_fgone_baa,transarr_fgone_da,transarr_fgone_tot,transarr_inc_baa,transarr_inc_da,transarr_inc_tot,transarr_netcost_baa,transarr_netcost_da,transarr_estgrow_baa,transarr_estgrow_da,transarr_fcast_baa,transarr_fcast_da,transarr_fcast_tot,tpp_tot_baa,tpp_tot_da,tpp_tot_tot,sbrr_fcastpy_baa,sbrr_fcastpy_da,sbrr_fcastpy_tot,sbrrsecprop_baa,sbrrsecprop_da,sbrrsecprop_tot,sbrr_addyield_baa,sbrr_addyield_da,sbrr_addyield_tot,sbrr_netcost_baa,sbrr_netcost_da,sbrr_netcost_tot,mr_charity_baa,mr_charity_da,mr_charity_tot,mr_casc_baa,mr_casc_da,mr_casc_tot,mr_rural_baa,mr_rural_da,mr_rural_tot,mr_toilets_baa,mr_toilets_da,mr_toilets_tot,mr_tot_baa,mr_tot_da,mr_estgrow_baa,mr_estgrow_da,mr_fcast_baa,mr_fcast_da,mr_fcast_tot,partocc_baa,partocc_da,partocc_tot,empty_baa,empty_da,empty_tot,emptytot_baa,emptytot_da,emptytot_estgrow_baa,emptytot_estgrow_da,emptytot_fcast_baa,emptytot_fcast_da,emptytot_fcast_tot,dr_charity_baa,dr_charity_da,dr_charity_tot,dr_nonprof_baa,dr_nonprof_da,dr_nonprof_tot,dr_casc_baa,dr_casc_da,dr_casc_tot,dr_rshop_baa,dr_rshop_da,dr_rshop_tot,dr_smlrural_baa,dr_smlrural_da,dr_smlrural_tot,dr_other_baa,dr_other_da,dr_other_tot,ezcasea,ezcaseb,ezfreeports,dr_tot_baa,dr_tot_da,dr_estgrow_baa,dr_estgrow_da,dr_fcast_baa,dr_fcast_da,dr_fcast_tot,ruralplus_baa,ruralplus_da,ruralplus_tot,smlsup_baa,smlsup_da,smlsup_tot,localnews_baa,localnews_da,localnews_tot,drs31_rhl_baa,drs31_rhl_da,drs31_rhl_tot,drs31_tot_baa,drs31_tot_da,drs31_estgrow_baa,drs31_estgrow_da,drs31_fcast_baa,drs31_fcast_da,drs31_fcast_tot,netrates_baa,netrates_da,netrates_tot,netrates_baa_1,netrates_da_1,netrates_tot_1,loss_baddebt_baa,loss_baddebt_da_1,loss_baddebt_tot,loss_repay_baa,loss_repay_da_1,loss_repay_tot,netcollect_baa,netcollect_da_1,netcollect_tot,disreg_renew_baa,disreg_renew_da_1,disreg_renew_tot,disreg_shale_baa,disreg_shale_da_1,disreg_shale_tot,tpp_tot_da_1,disreg_base_da_1,disreg_da_1,disreg_tot,ezrelief_pil_baa,ezrelief_pil_da,ezrelief_pil_tot,ezrelief_nonpil_baa,ezrelief_nonpil_da,ezrelief_nonpil_tot,portbristol_baa,portbristol_tot,nndrcsdeduct_baa,nndrcsdeduct_da,nndrcsdeduct_tot,openbal,credit_br,credit_writeoff,credit_noncoll,credit_appeal,credit_appealchng,credit_tot,credit_tpprecv,credit_reconcil,credit_pydeficit,credit_othertot,charge_tpp,charge_cshare,charge_mpainc,charge_genfund,charge_disreg,charge_reconcil,charge_pysurp,charge_tot,adj_3yr,surpdef,3yr_priorshare_cg_p4,3yr_priorshare_ba_p4,3yr_priorshare_mpa_p4,3yr_priorshare_fra_p4,3yr_priorshare_tot_p4,3yr_prioryear_cg_p4,3yr_prioryear_ba_p4,3yr_prioryear_mpa_p4,3yr_prioryear_fra_p4,3yr_prioryear_tot_p4,3yr_spread_cg_p4,3yr_spread_ba_p4,3yr_spread_mpa_p4,3yr_spread_fra_p4,3yr_spread_tot_p4,3yr_prioryear_notspread_cg_p4,3yr_prioryear_notspread_ba_p4,3yr_prioryear_notspread_mpa_p4,3yr_prioryear_notspread_fra_p4,3yr_prioryear_notspread_tot_p4,3yr_currentshare_cg_p4,3yr_currentshare_ba_p4,3yr_currentshare_mpa_p4,3yr_currentshare_fra_p4,3yr_currentshare_tot_p4,3yr_currentyear_cg_p4,3yr_currentyear_ba_p4,3yr_currentyear_mpa_p4,3yr_currentyear_fra_p4,3yr_currentyear_tot_p4,3yr_tot_cg_p4,3yr_tot_ba_p4,3yr_tot_mpa_p4,3yr_tot_fra_p4,3yr_tot_tot_p4,hdit_mr_charity,hdit_mr_casc,hdit_mr_rshops,hdit_mr_telecoms,hdit_mr_toilets,hdit_mr_partocc,hdit_mr_empty,hdit_mr_emptyind,hdit_mr_emptylisted,hdit_mr_emptycasc,hdit_mr_emptycharity,hdit_mr_emptyoth,hdit_mr_emptyabove,hdit_dr_charity,hdit_dr_nonprof,hdit_dr_casc,hdit_dr_rshops,hdit_dr_othrural,hdit_dr_ez,hdit_dr_s47,hdit_s31_ruralplus,hdit_s31_localnews,hdit_s31_smlsup,hdit_mr_retaildisc,hdit_mr_nursery,hdit_sbrr_supp,hdit_sbrr_disc,hdit_sbrr_discmax,hdit_sbrr_discslide,hdit_sbrr_multp,value_empty,value_emptyind,value_emptylisted,value_emptycasc,value_emptycharity,value_emptyoth,value_emptyabove,value_sbrr,value_sbrr_discmax,value_sbrr_discslide,suppdate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3831,Adur,"18,372,619",0,0,"81,671",0,"81,671",0,0,0,0,0,0,"18,290,948",1,0,0,0,1,"9,145,474","7,316,379","1,829,095",0,"18,290,948",0,0,0,0,0,"9,145,474","7,316,379","1,829,095",0,"18,290,948","81,671","81,671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-458,011","-366,408","-91,602",0,"-916,021","8,687,464","7,031,642","1,737,493",0,"17,456,598","747,766","186,942",0,"934,708","751,245","187,811",0,"939,056","37,579","9,395",0,"46,974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,758","1,440",0,"7,198","181,630","45,407",0,"227,037","1,723,978","430,995",0,"2,154,973",1/17/2022,"46,694,849",0,"46,694,849",50,"23,300,730",0,0,0,"23,300,730",0,"23,300,730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-2,483,906",0,"-2,483,906",0,0,0,"403,499",0,"403,499","-2,080,407",0,"-2,080,407","-1,680,930",0,"-1,680,930","-14,778",0,"-14,778",0,0,0,"-13,061",0,"-13,061","-3,789,176",0,0,0,"-3,789,176",0,"-3,789,176",0,0,0,"-76,834",0,"-76,834","-76,834",0,0,0,"-76,834",0,"-76,834","-38,405",0,"-38,405","-11,727",0,"-11,727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-50,132",0,0,0,"-50,132",0,"-50,132",0,0,0,0,0,0,0,0,0,"-411,969",0,"-411,969","-411,969",0,0,0,"-411,969",0,"-411,969","18,972,619",0,"18,972,619","18,972,619",0,"18,972,619","-100,000",0,"-100,000","-500,000",0,"-500,000","18,372,619",0,"18,372,619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-10,152,575","17,869,552","-84,740","-137,400",0,"565,900","18,213,312",0,0,"9,739,534","9,739,534","-773,248","-9,134,741","-1,826,948","-7,307,793",0,0,0,"-19,042,730","326,438","-916,021",1,0,0,0,1,"-206,521","-165,216","-41,304",0,"-413,041","-163,219","-130,575","-32,644",0,"-326,438","-43,302","-34,641","-8,660",0,"-86,603",1,0,0,0,1,"-414,709","-331,767","-82,942",0,"-829,418","-458,011","-366,408","-91,602",0,"-916,021",91,6,0,0,6,0,58,1,2,0,1,54,0,20,1,0,0,0,0,0,0,0,0,68,0,313,1263,1213,50,721,-76834,-6272,-5274,0,-7168,-58120,0,-2483906,-2299814,-184092,1/17/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0931,Allerdale,"26,058,884",0,0,"178,698",0,"178,698",0,0,"565,005","543,796","21,209",0,"25,315,181",1,0,0,0,1,"12,657,591","10,126,072","2,531,518",0,"25,315,181",0,0,0,0,0,"12,657,591","10,126,072","2,531,518",0,"25,315,181","178,698","178,698",0,0,0,"543,796","21,209","565,005",0,0,0,0,0,0,0,0,0,0,0,0,"-4,174,479","-3,339,583","-834,896",0,"-8,348,958","8,483,112","7,508,983","1,717,831",0,"17,709,926","1,090,508","260,900",0,"1,351,408","1,758,526","439,632",0,"2,198,158","71,765","17,941",0,"89,706","13,226","3,307",0,"16,533","16,153","4,038",0,"20,191","35,447","8,862",0,"44,309",0,0,0,0,0,0,0,0,"8,727","2,182",0,"10,909","1,641,814","410,454",0,"2,052,268","4,636,166","1,147,316",0,"5,783,482",1/5/2022,"80,236,798",0,"80,236,798",50,"40,038,162",0,"-86,694",0,"39,951,468",0,"39,951,468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-6,341,167",0,"-6,341,167","-30,000",0,"-30,000","591,839",0,"591,839","-5,749,328",0,"-5,749,328","-2,418,835",0,"-2,418,835","-76,646",0,"-76,646","-36,637",0,"-36,637","-19,794",0,"-19,794","-8,301,240",0,0,0,"-8,301,240",0,"-8,301,240",0,0,0,"-976,309",0,"-976,309","-976,309",0,0,0,"-976,309",0,"-976,309","-175,577",0,"-175,577","-57,094",0,"-57,094","-1,436",0,"-1,436",0,0,0,0,0,0,0,0,0,0,0,0,"-234,107",0,0,0,"-234,107",0,"-234,107","-36,637",0,"-36,637","-80,400",0,"-80,400",0,0,0,"-3,723,934",0,"-3,723,934","-3,840,971",0,0,0,"-3,840,971",0,"-3,840,971","26,598,841",0,"26,598,841","26,598,841",0,"26,598,841","-212,791",0,"-212,791","-327,166",0,"-327,166","26,058,884",0,"26,058,884","565,005",0,"565,005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-15,358,759","21,455,395",0,"-77,294","457,231","-334,032","21,501,300","60,563","11,638","15,348,798","15,420,999",0,"-14,598,774","-2,919,755","-11,679,020","-714,949",0,0,"-29,912,498",0,"-8,348,958",1,0,0,0,1,"-4,981","-3,984",-996,0,"-9,961",0,0,0,0,0,"-4,981","-3,984",-996,0,"-9,961",1,0,0,0,1,"-4,169,499","-3,335,599","-833,900",0,"-8,338,997","-4,174,479","-3,339,583","-834,896",0,"-8,348,958",289,12,31,0,16,0,257,6,15,0,4,212,20,130,10,2,0,0,0,0,31,0,10,909,4,992,2619,2544,75,1699,-976309,-86363,-125216,0,-22381,-620882,-121467,-6341167,-6063414,-277753,1/4/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1031,Amber Valley,"28,565,365",0,0,"141,394",0,"141,394",0,0,"10,859","10,859",0,0,"28,413,112",1,0,0,0,1,"14,206,556","11,365,245","2,557,180","284,131","28,413,112",0,0,0,0,0,"14,206,556","11,365,245","2,557,180","284,131","28,413,112","141,394","141,394",0,0,0,"10,859",0,"10,859",0,0,0,0,0,0,0,0,0,0,0,0,"-2,245,827","-1,796,661","-404,249","-44,917","-4,491,653","11,960,730","9,720,837","2,152,931","239,214","24,073,712","1,162,688","261,355","29,039","1,453,082","1,562,979","351,670","39,074","1,953,723","69,361","15,606","1,734","86,701",0,0,0,0,"4,514","1,016",113,"5,643","7,227","1,626",181,"9,034",0,0,0,0,0,0,0,0,"2,156",485,54,"2,695","1,182,956","266,165","29,574","1,478,695","3,991,881","897,923","99,769","4,989,573",1/3/2022,"83,833,590",0,"83,833,590",50,"41,832,961",0,0,0,"41,832,961",0,"41,832,961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-5,252,029",0,"-5,252,029",0,0,0,"692,357",0,"692,357","-4,559,672",0,"-4,559,672","-1,994,882",0,"-1,994,882","-23,347",0,"-23,347","-13,120",0,"-13,120","-4,890",0,"-4,890","-6,595,911",0,0,0,"-6,595,911",0,"-6,595,911","-12,000",0,"-12,000","-700,091",0,"-700,091","-712,091",0,0,0,"-712,091",0,"-712,091","-48,560",0,"-48,560","-396,081",0,"-396,081",0,0,0,"-2,880",0,"-2,880","-1,081",0,"-1,081",0,0,0,0,0,0,"-448,602",0,0,0,"-448,602",0,"-448,602","-10,240",0,"-10,240","-16,393",0,"-16,393",0,0,0,"-2,683,159",0,"-2,683,159","-2,709,792",0,0,0,"-2,709,792",0,"-2,709,792","31,366,565",0,"31,366,565","31,366,565",0,"31,366,565","-717,300",0,"-717,300","-2,083,900",0,"-2,083,900","28,565,365",0,"28,565,365","10,859",0,"10,859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-10,508,316","28,610,143",0,"-145,734","252,463","-1,587,963","27,128,909",0,0,"10,060,854","10,060,854","-6,430","-15,505,312","-3,101,062","-12,404,249","-156,047",0,0,"-31,173,100",0,"-4,491,653",1,0,0,0,1,"-223,731","-178,985","-40,272","-4,475","-447,462",0,0,0,0,0,"-223,731","-178,985","-40,272","-4,475","-447,462",1,0,0,0,1,"-2,022,096","-1,617,676","-363,977","-40,442","-4,044,191","-2,245,827","-1,796,661","-404,249","-44,917","-4,491,653",197,2,11,0,6,2,290,3,52,0,1,118,116,55,20,0,1,1,0,0,12,0,20,508,11,738,2032,1936,96,1212,-700091,-53786,-416640,0,-2304,-221217,-6144,-5252029,-4903417,-348612,12/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3832,Arun,"33,411,529",0,0,"175,617",0,"175,617",0,0,0,0,0,0,"33,235,912",1,0,0,0,1,"16,617,956","13,294,365","3,323,591",0,"33,235,912",0,0,0,0,0,"16,617,956","13,294,365","3,323,591",0,"33,235,912","175,617","175,617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-4,418,065","-3,534,452","-883,613",0,"-8,836,130","12,199,891","9,935,530","2,439,978",0,"24,575,399","1,358,743","339,686",0,"1,698,429","1,825,878","456,470",0,"2,282,348","86,786","21,697",0,"108,483","3,696",924,0,"4,620",0,0,0,0,"73,906","18,477",0,"92,383",0,0,0,0,0,0,0,0,"25,273","6,318",0,"31,591","1,983,527","495,882",0,"2,479,409","5,357,809","1,339,454",0,"6,697,263",1/22/2022,"97,861,441",0,"97,861,441",50,"48,832,859",0,0,0,"48,832,859",0,"48,832,859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-6,089,770",0,"-6,089,770","-8,383",0,"-8,383","786,659",0,"786,659","-5,303,111",0,"-5,303,111","-3,280,880",0,"-3,280,880","-123,546",0,"-123,546",0,0,0,"-57,324",0,"-57,324","-8,764,861",0,0,0,"-8,764,861",0,"-8,764,861",0,0,0,"-346,407",0,"-346,407","-346,407",0,0,0,"-346,407",0,"-346,407","-128,378",0,"-128,378","-65,026",0,"-65,026",-496,0,-496,0,0,0,0,0,0,0,0,0,0,0,0,"-193,900",0,0,0,"-193,900",0,"-193,900",0,0,0,"-167,634",0,"-167,634",0,0,0,"-4,499,000",0,"-4,499,000","-4,666,634",0,0,0,"-4,666,634",0,"-4,666,634","34,861,057",0,"34,861,057","34,861,057",0,"34,861,057","-544,528",0,"-544,528","-905,000",0,"-905,000","33,411,529",0,"33,411,529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-22,152,607","29,250,114","-147,851","-386,000","3,030,200","-2,957,200","28,789,263","16,613",0,"21,554,386","21,570,999",0,"-18,940,565","-3,788,113","-15,152,452","-179,960",0,0,"-38,061,090","1,017,305","-8,836,130",1,0,0,0,1,"-299,111","-239,288","-59,822",0,"-598,221","-508,653","-406,922","-101,731",0,"-1,017,305","209,542","167,634","41,908",0,"419,084",1,0,0,0,1,"-4,627,607","-3,702,086","-925,521",0,"-9,255,214","-4,418,065","-3,534,452","-883,613",0,"-8,836,130",218,25,0,0,23,0,297,32,7,0,1,161,96,62,10,3,0,0,0,0,0,0,21,824,15,837,2566,2454,112,1543,-346407,-54155,-84941,0,-13056,-191439,-2816,-6089770,-5675035,-414735,1/4/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3031,Ashfield,"38,422,467",0,0,"151,246",0,"151,246",0,0,"20,751","20,751",0,0,"38,250,470",1,0,0,0,1,"19,125,235","15,300,188","3,442,542","382,505","38,250,470",0,0,0,0,0,"19,125,235","15,300,188","3,442,542","382,505","38,250,470","151,246","151,246",0,0,0,"20,751",0,"20,751",0,0,0,0,0,0,0,0,0,0,0,0,"-939,702","-751,762","-169,146","-18,794","-1,879,404","18,185,533","14,720,423","3,273,396","363,711","36,543,063","1,565,867","351,843","39,094","1,956,804","1,067,331","240,149","26,683","1,334,163","61,084","13,612","1,512","76,208",0,0,0,0,"2,575",579,64,"3,218","10,813","2,433",270,"13,516",0,0,0,0,0,0,0,0,0,0,0,0,"1,102,205","247,996","27,555","1,377,756","3,809,875","856,612","95,178","4,761,665",1/17/2022,"97,683,851",0,"97,683,851",50,"48,744,242",0,0,0,"48,744,242",0,"48,744,242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-3,701,680",0,"-3,701,680",0,0,0,"963,429",0,"963,429","-2,738,251",0,"-2,738,251","-2,257,916",0,"-2,257,916","-23,183",0,"-23,183","-13,741",0,"-13,741",0,0,0,"-5,033,091",0,0,0,"-5,033,091",0,"-5,033,091",0,0,0,"-859,825",0,"-859,825","-859,825",0,0,0,"-859,825",0,"-859,825","-151,809",0,"-151,809","-36,059",0,"-36,059",0,0,0,0,0,0,"-5,840",0,"-5,840","-4,785",0,"-4,785",0,0,0,"-198,493",0,0,0,"-198,493",0,"-198,493","-5,840",0,"-5,840","-24,526",0,"-24,526",0,0,0,"-2,500,000",0,"-2,500,000","-2,530,366",0,0,0,"-2,530,366",0,"-2,530,366","40,122,467",0,"40,122,467","40,122,467",0,"40,122,467","-300,000",0,"-300,000","-1,400,000",0,"-1,400,000","38,422,467",0,"38,422,467","20,751",0,"20,751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-13,342,852","38,268,064",0,"-600,000","1,557,000","-1,945,000","37,280,064","13,167",0,"11,242,970","11,256,137",0,"-18,990,072","-3,798,014","-15,192,057","-171,528",0,0,"-38,151,671","1,078,918","-1,879,404",1,0,0,0,1,"-1,049,941","-839,953","-188,989","-20,999","-2,099,882","-539,459","-431,567","-97,103","-10,789","-1,078,918","-510,482","-408,386","-91,887","-10,210","-1,020,964",1,0,0,0,1,"-429,220","-343,376","-77,260","-8,584","-858,440","-939,702","-751,762","-169,146","-18,794","-1,879,404",138,4,11,0,1,0,423,15,1,0,0,383,24,55,3,0,9,3,0,0,9,0,3,504,20,991,1654,1589,65,1347,-859825,-275763,-3840,0,0,-523243,-56979,-3701680,-3475148,-226532,1/17/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2231,Ashford,"49,637,526",0,0,"205,372",0,"205,372",0,0,"106,000","106,000",0,0,"49,326,154",1,0,0,0,1,"24,663,076","19,730,462","4,439,354","493,262","49,326,154",0,0,0,0,0,"24,663,076","19,730,462","4,439,354","493,262","49,326,154","205,372","205,372",0,0,0,"106,000",0,"106,000",0,0,0,0,0,0,0,0,0,0,0,0,"-8,385,576","-6,708,460","-1,509,404","-167,712","-16,771,151","16,277,501","13,333,374","2,929,950","325,550","32,866,375","2,027,374","453,722","50,414","2,531,510","1,695,097","381,397","42,377","2,118,871","81,324","18,298","2,033","101,655","7,407","1,667",185,"9,259","7,268","1,635",182,"9,085","35,270","7,936",882,"44,088",0,0,0,0,0,0,0,0,"2,873",647,72,"3,592","1,983,968","446,393","49,599","2,479,960","5,840,581","1,311,695","145,744","7,298,020",1/11/2022,"134,431,971",0,"134,431,971",50,"67,081,554",0,"1,000,000",0,"68,081,554",0,"68,081,554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-5,662,596",0,"-5,662,596","-16,800",0,"-16,800","1,236,354",0,"1,236,354","-4,426,242",0,"-4,426,242","-4,228,571",0,"-4,228,571","-104,825",0,"-104,825","-22,874",0,"-22,874","-6,518",0,"-6,518","-8,789,030",0,"-500,000",0,"-9,289,030",0,"-9,289,030","-10,000",0,"-10,000","-1,229,899",0,"-1,229,899","-1,239,899",0,"-500,000",0,"-1,739,899",0,"-1,739,899","-188,930",0,"-188,930","-66,675",0,"-66,675","-14,917",0,"-14,917",0,0,0,"-48,091",0,"-48,091",0,0,0,0,0,0,"-318,613",0,"-90,000",0,"-408,613",0,"-408,613","-16,486",0,"-16,486","-80,000",0,"-80,000",0,0,0,"-4,500,000",0,"-4,500,000","-4,596,486",0,"-10,000",0,"-4,606,486",0,"-4,606,486","52,037,526",0,"52,037,526","52,037,526",0,"52,037,526","-900,000",0,"-900,000","-1,500,000",0,"-1,500,000","49,637,526",0,"49,637,526","106,000",0,"106,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-31,911,552","38,591,022",0,"-800,000","600,000","-1,000,000","37,391,022",0,"195,787","29,310,282","29,506,069","-300,017",0,"-52,458,000",0,0,0,0,"-52,758,017","1,001,327","-16,771,151",1,0,0,0,1,"-1,300,635","-1,040,508","-234,114","-26,013","-2,601,270","-500,664","-400,531","-90,119","-10,013","-1,001,327","-799,972","-639,977","-143,995","-15,999","-1,599,943",1,0,0,0,1,"-7,585,604","-6,068,483","-1,365,409","-151,712","-15,171,208","-8,385,576","-6,708,460","-1,509,404","-167,712","-16,771,151",257,32,14,1,5,0,430,54,90,0,5,154,127,78,25,25,0,8,0,0,14,0,10,746,19,1489,2117,2003,114,1680,-1229899,-72960,-482854,0,-360013,-314072,0,-5662596,-5214990,-447606,1/11/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
