Ecode,Local_Authority,netcollect_tot_p1,tpptola,tppfromla,costcoll_form,costcoll_legal,costcoll_allow,cityoffset,disreg_da_p1,disreg_renew_tot_p1,disreg_renew_ba_p1,disreg_renew_mpa_p1,disreg_shale_tot_p1,nndrincome,netrates_baa,netrates_da,netrates_tot,interest_baa,interest_da,interest_tot,writeoffs_noncoll_baa,writeoffs_noncoll_da,writeoffs_noncoll_tot,writeoffs_excnoncoll_baa,writeoffs_excnoncoll_da,writeoffs_excnoncoll_tot,change_noncoll_baa,change_noncoll_da,change_noncoll_tot,rvamend_2010_baa,rvamend_2010_da,rvamend_2010_tot,rvamend_2017_baa,rvamend_2017_da,rvamend_2017_tot,rvamend_chg_2010_baa,rvamend_chg_2010_da,rvamend_chg_2010_tot,rvamend_chg_2017_baa,rvamend_chg_2017_da,rvamend_chg_2017_tot,rvamend_chg_2017_mcc_baa,rvamend_chg_2017_mcc_da,rvamend_chg_2017_mcc_tot,netcollect_baa,netcollect_da_p2,netcollect_tot_p2,netcollect_da_1,netcollect_tot_1,disreg_renew_baa,disreg_renew_da_p2,disreg_renew_tot_p2,disreg_shale_baa,disreg_shale_da_p2,disreg_shale_tot_p2,tpp_da,tpp_tot,disreg_base_da_p2,disreg_base_tot,disreg_tot,ezrelief_pil_baa,ezrelief_pil_da,ezrelief_pil_tot,ezrelief_nonpil_baa,ezrelief_nonpil_da,ezrelief_nonpil_tot,portbristol_baa,portbristol_tot,nndrcsdeduct_baa,nndrcsdeduct_da,nndrcsdeduct_tot_p2,freeports_income_baa,freeports_income_tot,freeports_renew_baa,freeports_renew_tot,freeports_shale_baa,freeports_shale_tot,freeports_tpp_baa,freeports_tpp_tot,freeports_baseline_baa,freeports_baseline_tot,sums_outstanding,sums_owing,grsrate_baa,grsrate_da,grsrate_tot,grsrate_adj_baa,grsrate_adj_da,grsrate_adj_tot,transarr_fgone_baa,transarr_fgone_da,transarr_fgone_tot,transarr_fgone_py_baa,transarr_fgone_py_da,transarr_fgone_py_tot,transarr_inc_baa,transarr_inc_da,transarr_inc_tot,transarr_inc_py_baa,transarr_inc_py_da,transarr_inc_py_tot,transarr_netcost_baa,transarr_netcost_da,transarr_netcost_tot,sbrr_baa,sbrr_da,sbrr_tot,sbrrsecprop_baa,sbrrsecprop_da,sbrrsecprop_tot,sbrr_adj_baa,sbrr_adj_da,sbrr_adj_tot,sbrr_adjprev_baa,sbrr_adjprev_da,sbrr_adjprev_tot,sbrrsecprop_adjprev_baa,sbrrsecprop_adjprev_da,sbrrsecprop_adjprev_tot,sbrr_adj1317_baa,sbrr_adj1317_da,sbrr_adj1317_tot,sbrrsecprop_adj1317_baa,sbrrsecprop_adj1317_da,sbrrsecprop_adj1317_tot,sbrr_adj1720_baa,sbrr_adj1720_da,sbrr_adj1720_tot,sbrrsecprop_adj1720_baa,sbrrsecprop_adj1720_da,sbrrsecprop_adj1720_tot,sbrr_addyield_baa,sbrr_addyield_da,sbrr_addyield_tot,sbrr_addyield_adj_baa,sbrr_addyield_adj_da,sbrr_addyield_adj_tot,mr_charity_baa,mr_charity_da,mr_charity_tot,mr_adj_charity_baa,mr_adj_charity_da,mr_adj_charity_tot,mr_casc_baa,mr_casc_da,mr_casc_tot,mr_adj_casc_baa,mr_adj_casc_da,mr_adj_casc_tot,mr_rural_baa,mr_rural_da,mr_rural_tot,mr_adj_rural_baa,mr_adj_rural_da,mr_adj_rural_tot,mr_telecom_baa,mr_telecom_da,mr_telecom_tot,mr_adj_telecom_baa,mr_adj_telecom_da,mr_adj_telecom_tot,mr_toilets_baa,mr_toilets_da,mr_toilets_tot,mr_adj_toilets_baa,mr_adj_toilets_da,mr_adj_toilets_tot,mr_tot_baa,mr_tot_da,mr_tot_tot,partocc_baa,partocc_da,partocc_tot,partocc_adj_baa,partocc_adj_da,partocc_adj_tot,empty_baa,empty_da,empty_tot,empty_adj_baa,empty_adj_da,empty_adj_tot,emptytot_baa,emptytot_da,emptytot_tot,dr_charity_baa,dr_charity_da,dr_charity_tot,dr_adj_charity_baa,dr_adj_charity_da,dr_adj_charity_tot,dr_nonprof_baa,dr_nonprof_da,dr_nonprof_tot,dr_adj_nonprof_baa,dr_adj_nonprof_da,dr_adj_nonprof_tot,dr_casc_baa,dr_casc_da,dr_casc_tot,dr_adj_casc_baa,dr_adj_casc_da,dr_adj_casc_tot,dr_rshop_baa,dr_rshop_da,dr_rshop_tot,dr_adj_rshop_baa,dr_adj_rshop_da,dr_adj_rshop_tot,dr_smlrural_baa,dr_smlrural_da,dr_smlrural_tot,dr_adj_smlrural_baa,dr_adj_smlrural_da,dr_adj_smlrural_tot,dr_other_baa,dr_other_da,dr_other_tot,dr_adj_other_baa,dr_adj_other_da,dr_adj_other_tot,ezcasea,ezcaseb,ezfreeports,dr_tot_baa,dr_tot_da,dr_tot_tot,drs31_newempty_adj_baa,drs31_newempty_adj_da,drs31_newempty_adj_tot,drs31_longempty_adj_baa,drs31_longempty_adj_da,drs31_longempty_adj_tot,drs31_retail_adj_baa,drs31_retail_adj_da,drs31_retail_adj_tot,drs31_flooding_baa,drs31_flooding_da,drs31_flooding_tot,drs31_flooding_adj_baa,drs31_flooding_adj_da,drs31_flooding_adj_tot,drs31_inlieu_adj_baa,drs31_inlieu_adj_da,drs31_inlieu_adj_tot,drs31_rural_baa,drs31_rural_da,drs31_rural_tot,drs31_rural_adj_baa,drs31_rural_adj_da,drs31_rural_adj_tot,drs31_localnews_baa,drs31_localnews_da,drs31_localnews_tot,drs31_localnews_adj_baa,drs31_localnews_adj_da,drs31_localnews_adj_tot,drs31_smlsup_baa,drs31_smlsup_da,drs31_smlsup_tot,drs31_smlsup_adj_baa,drs31_smlsup_adj_da,drs31_smlsup_adj_tot,drs31_discsch_adj_baa,drs31_discsch_adj_da,drs31_discsch_adj_tot,drs31_pub_adj_baa,drs31_pub_adj_da,drs31_pub_adj_tot,drs31_expretail_baa,drs31_expretail_da,drs31_expretail_tot,drs31_expretail_adj_baa,drs31_expretail_adj_da,drs31_expretail_adj_tot,drs31_nursery_baa,drs31_nursery_da,drs31_nursery_tot,drs31_nursery_adj_baa,drs31_nursery_adj_da,drs31_nursery_adj_tot,drs31_carf_baa,drs31_carf_da,drs31_carf_tot,drs31_tot_baa,drs31_tot_da,drs31_tot_tot,drs31_hardship_baa,drs31_hardship_da,drs31_hardship_tot,drs31_hardship_adj_baa,drs31_hardship_adj_da,drs31_hardship_adj_tot,drs31_hardshiptot_baa,drs31_hardshiptot_da,drs31_hardshiptot_tot,rec_grsrates_baa,rec_grsrates_da,rec_grsrates_tot,rec_transrel_baa,rec_transrel_da,rec_transrel_tot,rec_mr_baa,rec_mr_da,rec_mr_tot,rec_empty_baa,rec_empty_da,rec_empty_tot,rec_dr_baa,rec_dr_da,rec_dr_tot,rec_drs31_baa,rec_drs32_da,rec_drs33_tot,rec_hardship_baa,rec_hardship_da,rec_hardship_tot,rec_totalrel_baa,rec_totalrel_da,rec_totalrel_tot,rec_netrates_baa,rec_netrates_da,rec_netrates_tot,tpp_tot_baa,tpp_tot_da_p4,tpp_tot_tot,tpp_nndr1_baa,tpp_nndr1_da,tpp_nndr1_tot,tpp_due_baa,tpp_due_da,tpp_due_tot,nndrshare_cg,nndrshare_ba,nndrshare_ua,nndrshare_fra,costcoll_nndr3_ba,costcoll_nndr1_ba,costcoll_due_ba,ez_nndr3_ba,ez_nndr1_ba,ez_due_ba,renew_nndr3_ba,renew_nndr3_ua,renew_nndr1_ba,renew_nndr1_ua,renew_due_ba,renew_due_ua,shale_nndr3_ba,shale_nndr3_ua,shale_nndr3_fra,shale_nndr1_ba,shale_nndr1_ua,shale_nndr1_fra,shale_due_ba,shale_due_ua,shale_due_fra,ezrelpil_nndr3_cg,ezrelpil_nndr3_ba,ezrelpil_nndr3_ua,ezrelpil_nndr3_fra,ezrelpil_nndr1_cg,ezrelpil_nndr1_ba,ezrelpil_nndr1_ua,ezrelpil_nndr1_fra,ezrelpil_due_cg,ezrelpil_due_ba,ezrelpil_due_ua,ezrelpil_due_fra,portofbristol_nndr3_cg,portofbristol_nndr3_ba,portofbristol_nndr1_cg,portofbristol_nndr1_ba,portofbristol_due_cg,portofbristol_due_ba,sbrr_nndr3_double_ba,sbrr_nndr3_double_ua,sbrr_nndr3_double_fra,sbrr_nndr3_loss_ba,sbrr_nndr3_loss_ua,sbrr_nndr3_loss_fra,sbrr_nndr1_ba,sbrr_nndr1_ua,sbrr_nndr1_fra,sbrr_due_ba,sbrr_due_ua,sbrr_due_fra,sbrrsecprop_nndr3_ba,sbrrsecprop_nndr3_ua,sbrrsecprop_nndr3_fra,sbrrsecprop_nndr1_ba,sbrrsecprop_nndr1_ua,sbrrsecprop_nndr1_fra,sbrrsecprop_due_ba,sbrrsecprop_due_ua,sbrrsecprop_due_fra,toilets_nndr3_ba,toilets_nndr3_ua,toilets_nndr3_fra,newempty_nndr3_ba,newempty_nndr3_ua,newempty_nndr3_fra,longempty_nndr3_ba,longempty_nndr3_ua,longempty_nndr3_fra,retailrel_nndr3_ba,retailrel_nndr3_ua,retailrel_nndr3_fra,flooding_nndr3_ba,flooding_nndr3_ua,flooding_nndr3_fra,flooding_nndr1_ba,flooding_nndr1_ua,flooding_nndr1_fra,flooding_due_ba,flooding_due_ua,flooding_due_fra,inlieu_nndr3_ba,inlieu_nndr3_ua,inlieu_nndr3_fra,rural_nndr3_ba,rural_nndr3_ua,rural_nndr3_fra,rural_nndr1_ba,rural_nndr1_ua,rural_nndr1_fra,rural_due_ba,rural_due_ua,rural_due_fra,localnews_nndr3_ba,localnews_nndr3_ua,localnews_nndr3_fra,localnews_nndr1_ba,localnews_nndr1_ua,localnews_nndr1_fra,localnews_due_ba,localnews_due_ua,localnews_due_fra,smlsup_nndr3_ba,smlsup_nndr3_ua,smlsup_nndr3_fra,smlsup_nndr1_ba,smlsup_nndr1_ua,smlsup_nndr1_fra,smlsup_due_ba,smlsup_due_ua,smlsup_due_fra,discscheme_due_ba,discscheme_due_ua,discscheme_due_fra,pub_nndr3_ba,pub_nndr3_ua,pub_nndr3_fra,telecomms_nndr3_ba,telecomms_nndr3_ua,telecomms_nndr3_fra,telecomms_nndr1_ba,telecomms_nndr1_ua,telecomms_nndr1_fra,telecomms_due_ba,telecomms_due_ua,telecomms_due_fra,expretail_nndr3_ba,expretail_nndr3_ua,expretail_nndr3_fra,nursery_nndr3_ba,nursery_nndr3_ua,nursery_nndr3_fra,retailnursery_nndr1_ba,retailnursery_nndr1_ua,retailnursery_nndr1_fra,retailnursery_due_ba,retailnursery_due_ua,retailnursery_due_fra,multicap_nndr3_ba,multicap_nndr3_ua,multicap_nndr3_fra,multicap_nndr1_ba,multicap_nndr1_ua,multicap_nndr1_fra,multicap_due_ba,multicap_due_ua,multicap_due_fra,s31relpil_nndr3_ba,s31relpil_nndr3_ua,s31relpil_nndr3_fra,s31relpil_nndr1_ba,s31relpil_nndr1_ua,s31relpil_nndr1_fra,s31relpil_due_ba,s31relpil_due_ua,s31relpil_due_fra,s31_carf_nndr3_ba,s31_carf_nndr3_ua,s31_carf_nndr3_fra,s31_carf_nndr1_ba,s31_carf_nndr1_ua,s31_carf_nndr1_fra,s31_carf_due_ba,s31_carf_due_ua,s31_carf_due_fra,s31freeports_nndr3_ba,s31freeports_nndr3_ua,s31freeports_nndr3_fra,s31freeportsextra_nndr3_ba,s31freeportsextra_nndr3_ua,s31freeportsextra_nndr3_fra,s31rectotal_ba,s31rectotal_ua,s31rectotal_fra,s31duetotal_ba,s31duetotal_ua,s31duetotal_fra,nndrrrsi_cg,nndrrrsi_ba,nndrrrsi_mpa,nndrrrsi_fra,nndrrrsi_tot,nndrcsdeduct_cg,nndrcsdeduct_tot_p5,nri_cg,costcoll_allow_ba,costcoll_allow_tot,disreg_da_ba,disreg_da_mpa,disreg_da_tot,disreg_renew_ba_p5,disreg_renew_mpa_p5,disreg_renew_tot_p5,disreg_shale_ba,disreg_shale_mpa,disreg_shale_fra,disreg_shale_tot_p5,daqual_ba,daqual_mpa,daqual_fra,daqual_tot,portofbristol_ba,portofbristol_tot,s31grant_ba,s31grant_mpa,s31grant_fra,s31grant_tot,sumsoutsowing_cg,sumsoutsowing_ba,sumsoutsowing_mpa,sumsoutsowing_fra,sumsoutsowing_tot,sumsoutsowed_cg,sumsoutsowed_ba,sumsoutsowed_mpa,sumsoutsowed_fra,sumsoutsowed_tot,noncoll_ob_cg,noncoll_ob_ba,noncoll_ob_mpa,noncoll_ob_fra,noncoll_ob_tot,noncoll_chrgd_cg,noncoll_chrgd_ba,noncoll_chrgd_mpa,noncoll_chrgd_fra,noncoll_chrgd_tot,noncoll_collfund_cg,noncoll_collfund_ba,noncoll_collfund_mpa,noncoll_collfund_fra,noncoll_collfund_tot,noncoll_cb_cg,noncoll_cb_ba,noncoll_cb_mpa,noncoll_cb_fra,noncoll_cb_tot,appeals_ob_cg,appeals_ob_ba,appeals_ob_mpa,appeals_ob_fra,appeals_ob_tot,appeals_ob_2010_cg,appeals_ob_2010_ba,appeals_ob_2010_mpa,appeals_ob_2010_fra,appeals_ob_2010_tot,appeals_ob_2017_cg,appeals_ob_2017_ba,appeals_ob_2017_mpa,appeals_ob_2017_fra,appeals_ob_2017_tot,appeals_chrgd_2010_cg,appeals_chrgd_2010_ba,appeals_chrgd_2010_mpa,appeals_chrgd_2010_fra,appeals_chrgd_2010_tot,appeals_chrgd_2017_cg,appeals_chrgd_2017_ba,appeals_chrgd_2017_mpa,appeals_chrgd_2017_fra,appeals_chrgd_2017_tot,appeals_collfund_2010_cg,appeals_collfund_2010_ba,appeals_collfund_2010_mpa,appeals_collfund_2010_fra,appeals_collfund_2010_tot,appeals_collfund_2017_cg,appeals_collfund_2017_ba,appeals_collfund_2017_mpa,appeals_collfund_2017_fra,appeals_collfund_2017_tot,appeals_cb_cg,appeals_cb_ba,appeals_cb_mpa,appeals_cb_fra,appeals_cb_tot,appeals_cb_2010_cg,appeals_cb_2010_ba,appeals_cb_2010_mpa,appeals_cb_2010_fra,appeals_cb_2010_tot,appeals_cb_2017_cg,appeals_cb_2017_ba,appeals_cb_2017_mpa,appeals_cb_2017_fra,appeals_cb_2017_tot,collfund_ob_cg,collfund_ob_ba,collfund_ob_mpa,collfund_ob_fra,collfund_ob_tot,collfund_estsurpdef_cg,collfund_estsurpdef_ba,collfund_estsurpdef_mpa,collfund_estsurpdef_fra,collfund_estsurpdef_tot,collfund_prioryear_cg,collfund_prioryear_ba,collfund_prioryear_mpa,collfund_prioryear_fra,collfund_prioryear_tot,collfund_estinc_cg,collfund_estinc_ba,collfund_estinc_mpa,collfund_estinc_fra,collfund_estinc_tot,collfund_actinc_cg,collfund_actinc_ba,collfund_actinc_mpa,collfund_actinc_fra,collfund_actinc_tot,collfund_surpdef_cg,collfund_surpdef_ba,collfund_surpdef_mpa,collfund_surpdef_fra,collfund_surpdef_tot,collfund_cb_cg,collfund_cb_ba,collfund_cb_mpa,collfund_cb_fra,collfund_cb_tot,nndrsharepc_cg,nndrsharepc_ba,nndrsharepc_mpa,nndrsharepc_fra,nndrsharepc_tot,Unitary_Authority,Fire_and_Rescue Authority,Authority_Type,Region,ONS_Code
E3831,Adur,"15,951,389","11,344",0,"84,023",0,"84,023",0,0,0,0,0,0,"15,878,710","15,512,972",0,"15,512,972",0,0,0,"-11,285",0,"-11,285",0,0,0,"-81,883",0,"-81,883","152,925",0,"152,925",0,0,0,"371,405",0,"371,405","-4,030",0,"-4,030",0,0,0,"15,951,389",0,"15,951,389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"309,080","-301,897","23,181,853",0,"23,181,853","-287,205",0,"-287,205","-17,856",0,"-17,856","6,512",0,"6,512",0,0,0,0,0,0,"-11,344",0,"-11,344","-2,493,096",0,"-2,493,096",0,0,0,"-38,081",0,"-38,081",0,0,0,0,0,0,-484,0,-484,0,0,0,"-37,597",0,"-37,597",0,0,0,"401,337",0,"401,337","-5,965",0,"-5,965","-1,707,161",0,"-1,707,161","23,225",0,"23,225","-40,207",0,"-40,207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-13,061",0,"-13,061","-13,062",0,"-13,062","-3,886,071",0,"-3,886,071",0,0,0,0,0,0,"-249,119",0,"-249,119","-64,901",0,"-64,901","-314,020",0,"-314,020","-39,071",0,"-39,071",-401,0,-401,"-11,727",0,"-11,727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-51,199",0,"-51,199",0,0,0,0,0,0,-695,0,-695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-15,200",0,"-15,200",0,0,0,"1,130",0,"1,130",0,0,0,"-3,098,969",0,"-3,098,969","35,424",0,"35,424","-40,732",0,"-40,732",0,0,0,0,0,0,"-3,119,042",0,"-3,119,042",0,0,0,0,0,0,0,0,0,"22,894,648",0,"22,894,648","-11,344",0,"-11,344","-3,886,071",0,"-3,886,071","-314,020",0,"-314,020","-51,199",0,"-51,199","-3,119,042",0,"-3,119,042",0,0,0,"-7,381,676",0,"-7,381,676","15,512,972",0,"15,512,972","11,344",0,"11,344","-734,220",0,"-734,220","745,564",0,"745,564",0.50,0.40,0.10,0.00,"84,023","84,023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"730,706","182,677",0,"37,579","9,395",0,"741,090","185,273",0,"27,195","6,799",0,0,0,0,0,0,0,0,0,0,"10,994","2,748",0,0,0,0,0,0,0,292,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,734","1,683",0,"-6,734","-1,683",0,0,0,0,0,0,0,0,0,0,"6,397","1,599",0,0,0,0,"6,397","1,599",0,-476,-119,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,289,267","322,317",0,"17,142","4,285",0,"6,923,080",0,0,"-5,616,671","326,602",0,"330,939","82,735",0,"387,341","96,835",0,"-56,402","-14,100",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,302,948",0,0,"-1,302,948",0,0,0,0,0,0,0,0,"2,422,840","605,710",0,"-6,938,353","321,919",0,"7,939,355","6,351,484","1,587,871",0,"15,878,710",0,0,"7,939,355","84,023","84,023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,422,840","605,710",0,"3,028,550","154,540","123,632","30,908",0,"309,080","-150,948","-120,759","-30,190",0,"-301,897","-155,339","-124,272","-31,068",0,"-310,679","5,642","4,514","1,129",0,"11,285","-40,942","-32,753","-8,188",0,"-81,883","-190,639","-152,511","-38,127",0,"-381,277","-518,457","-414,766","-103,691",0,"-1,036,914","-255,345","-204,276","-51,069",0,"-510,690","-263,112","-210,490","-52,622",0,"-526,224","76,462","61,170","15,293",0,"152,925",0,0,0,0,0,"185,702","148,562","37,141",0,"371,405","-2,015","-1,612",-403,0,"-4,030","-258,308","-206,646","-51,660",0,"-516,614","6,819","5,456","1,365",0,"13,640","-265,127","-212,102","-53,025",0,"-530,254","-4,992,321","-3,993,855","-1,166,400",0,"-10,152,575","-4,785,799","-3,828,639","-1,125,096",0,"-9,739,534","-206,522","-165,216","-41,304",0,"-413,041","9,292,462","7,433,970","1,858,492",0,"18,584,924","7,939,355","6,351,484","1,587,871",0,"15,878,710","-1,353,107","-1,082,486","-270,621",0,"-2,706,214","-1,559,629","-1,247,702","-311,925",0,"-3,119,255",0.50,0.40,0.10,0.00,1.00,West Sussex,County,SD,South East,E07000223
E0931,Allerdale,"21,688,636","41,660",0,"182,132",0,"182,132",0,0,"521,179","504,071","17,108",0,"21,026,985","21,324,659",0,"21,324,659",0,0,0,"-92,350",0,"-92,350",0,0,0,"138,744",0,"138,744","45,317",0,"45,317","501,366",0,"501,366",0,0,0,"-321,450",0,"-321,450",0,0,0,"21,688,636",0,"21,688,636",0,0,"521,179",0,"521,179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"604,095","-400,777","39,915,071",0,"39,915,071","-480,998",0,"-480,998","-137,970",0,"-137,970","28,266",0,"28,266","59,400",0,"59,400","8,644",0,"8,644","-41,660",0,"-41,660","-6,368,117",0,"-6,368,117","-32,304",0,"-32,304","-68,769",0,"-68,769",0,0,0,0,0,0,"5,960",0,"5,960",0,0,0,"-74,729",0,"-74,729","1,707",0,"1,707","588,794",0,"588,794","-15,280",0,"-15,280","-2,416,761",0,"-2,416,761","-33,997",0,"-33,997","-104,575",0,"-104,575","-14,182",0,"-14,182","-36,978",0,"-36,978","-4,444",0,"-4,444",0,0,0,0,0,0,"-19,794",0,"-19,794","-17,888",0,"-17,888","-8,511,991",0,"-8,511,991",0,0,0,"-13,365",0,"-13,365","-931,688",0,"-931,688","22,567",0,"22,567","-922,486",0,"-922,486","-175,711",0,"-175,711","-2,698",0,"-2,698","-57,094",0,"-57,094","1,485",0,"1,485","-1,436",0,"-1,436",-54,0,-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-235,508",0,"-235,508",0,0,0,0,0,0,0,0,0,0,0,0,"-1,274",0,"-1,274",0,0,0,"-36,979",0,"-36,979","-4,017",0,"-4,017",0,0,0,0,0,0,"-26,757",0,"-26,757","2,246",0,"2,246","2,229",0,"2,229",0,0,0,"-8,207,170",0,"-8,207,170","-100,901",0,"-100,901","-25,146",0,"-25,146",0,0,0,0,0,0,"-8,397,769",0,"-8,397,769",0,0,0,0,0,0,0,0,0,"39,434,073",0,"39,434,073","-41,660",0,"-41,660","-8,511,991",0,"-8,511,991","-922,486",0,"-922,486","-235,508",0,"-235,508","-8,397,769",0,"-8,397,769",0,0,0,"-18,109,414",0,"-18,109,414","21,324,659",0,"21,324,659","41,660",0,"41,660","56,148",0,"56,148","-14,488",0,"-14,488",0.50,0.40,0.10,0.00,"182,132","182,132",0,0,0,0,"504,071","17,108","519,148","13,669","-15,077","3,439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,704,224","426,056",0,"71,765","17,941",0,"1,700,111","425,028",0,"75,878","18,969",0,"12,876","3,219",0,"9,698","2,424",0,"3,178",795,0,"15,858","3,965",0,0,0,0,0,0,0,0,0,0,536,134,0,0,0,0,536,134,0,0,0,0,"17,253","4,313",0,"16,346","4,087",0,907,226,0,0,0,0,0,0,0,0,0,0,"10,315","2,579",0,"7,575","1,894",0,"2,740",685,0,-938,-235,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,496,383","874,096",0,"10,582","2,646",0,"7,698,205",0,0,"-4,191,240","876,741",0,"464,502","110,451",0,"635,576","152,844",0,"-171,074","-42,393",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,628,473",0,0,"-1,628,473",0,0,0,0,0,0,0,0,"5,803,356","1,445,165",0,"-5,892,628","858,887",0,"10,513,492","8,410,794","2,102,699",0,"21,026,985",0,0,"10,513,492","182,132","182,132",0,0,0,"504,071","17,108","521,179",0,0,0,0,0,0,0,0,0,0,"5,803,356","1,445,165",0,"7,248,521","302,047","241,638","60,410",0,"604,095","-200,388","-160,311","-40,078",0,"-400,777","-248,681","-198,945","-49,736",0,"-497,362","46,175","36,940","9,235",0,"92,350","69,372","55,498","13,874",0,"138,744","-133,134","-106,507","-26,627",0,"-266,268","-1,274,932","-1,019,945","-254,986",0,"-2,549,863","-27,989","-22,392","-5,598",0,"-55,979","-1,246,942","-997,554","-249,388",0,"-2,493,884","22,658","18,127","4,532",0,"45,317","250,683","200,546","50,137",0,"501,366",0,0,0,0,0,"-160,725","-128,580","-32,145",0,"-321,450","-1,162,316","-929,852","-232,462",0,"-2,324,630","-5,331","-4,265","-1,066",0,"-10,662","-1,156,984","-925,588","-231,396",0,"-2,313,968","-7,679,380","-6,143,505","-1,535,874",0,"-15,358,759","-7,674,399","-6,139,519","-1,534,880",0,"-15,348,798","-4,981","-3,986",-994,0,"-9,961","14,598,774","11,679,020","2,919,755",0,"29,197,549","10,513,492","8,410,794","2,102,699",0,"21,026,985","-4,085,282","-3,268,226","-817,056",0,"-8,170,564","-4,090,263","-3,272,212","-818,050",0,"-8,180,525",0.50,0.40,0.10,0.00,1.00,Cumbria,County,SD,North West,E07000026
