GLA area 2021,,,,,,,,,,,,,,
_Collision Id,Borough Name,Borough Number,Easting,Northing,_Casualty Id,_Casualty Class,Casualty Gender,Casualty Age (5 Year Bands),Casualty Age,_Casualty Count,_Casualty Severity,Pedestrian Location,Pedestrian Movement,Casualty Mode of Travel
1210351807,Sutton,21,527474,163442,2,Passenger,Female,20-24,22,1,Fatal,Not Applicable,Not Applicable,Car
1210351807,Sutton,21,527474,163442,3,Passenger,Female,20-24,21,1,Serious,Not Applicable,Not Applicable,Car
1210351807,Sutton,21,527474,163442,4,Passenger,Male,20-24,22,1,Serious,Not Applicable,Not Applicable,Car
1210351807,Sutton,21,527474,163442,5,Passenger,Male,20-24,24,1,Serious,Not Applicable,Not Applicable,Car
1210351807,Sutton,21,527474,163442,6,Passenger,Female,20-24,24,1,Serious,Not Applicable,Not Applicable,Car
1210351809,Harrow,29,517011,189829,1,Driver/Rider,Male,35-39,35,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210351810,Newham,17,541187,184014,1,Passenger,Female,30-34,34,1,Slight,Not Applicable,Not Applicable,Car
1210351810,Newham,17,541187,184014,2,Driver/Rider,Male,20-24,23,1,Slight,Not Applicable,Not Applicable,Car
1210351812,Hillingdon,26,507883,182307,1,Pedestrian,Male,30-34,33,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian
1210351816,Brent,28,516174,185742,1,Passenger,Male,20-24,21,1,Slight,Not Applicable,Not Applicable,Car
1210351816,Brent,28,516174,185742,2,Passenger,Male,20-24,20,1,Slight,Not Applicable,Not Applicable,Car
1210351816,Brent,28,516174,185742,3,Passenger,Male,20-24,22,1,Slight,Not Applicable,Not Applicable,Car
1210351818,Lambeth,9,529895,176828,1,Driver/Rider,Female,55-59,55,1,Slight,Not Applicable,Not Applicable,Car
1210351819,Enfield,32,530724,192830,1,Driver/Rider,Male,25-29,29,1,Slight,Not Applicable,Not Applicable,Car
1210351819,Enfield,32,530724,192830,2,Passenger,Male,25-29,27,1,Slight,Not Applicable,Not Applicable,Car
1210351820,Sutton,21,526553,167008,1,Driver/Rider,Female,20-24,23,1,Slight,Not Applicable,Not Applicable,Car
1210351825,Hillingdon,26,510580,186368,1,Driver/Rider,Female,25-29,26,1,Slight,Not Applicable,Not Applicable,Car
1210351832,Redbridge,14,541486,190177,1,Driver/Rider,Male,40-44,43,1,Slight,Not Applicable,Not Applicable,Car
1210351836,Havering,15,553789,187225,1,Pedestrian,Female,20-24,21,1,Slight,Crossing Road On Ped Xing,Unknown Or Other,Pedestrian
1210351837,Lambeth,9,531019,177328,1,Passenger,Female,25-29,27,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210351843,Bromley,19,544458,159850,1,Driver/Rider,Female,25-29,26,1,Slight,Not Applicable,Not Applicable,Car
1210351845,Brent,28,518032,185044,1,Driver/Rider,Female,45-49,45,1,Slight,Not Applicable,Not Applicable,Car
1210351850,Hillingdon,26,510224,189762,1,Driver/Rider,Male,70-74,73,1,Slight,Not Applicable,Not Applicable,Car
1210351851,Waltham Forest,13,536865,193255,1,Passenger,Male,15-19,18,1,Slight,Not Applicable,Not Applicable,Car
1210351853,Southwark,8,533487,171626,1,Driver/Rider,Male,40-44,40,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210351864,Havering,15,557002,188952,1,Driver/Rider,Female,35-39,35,1,Slight,Not Applicable,Not Applicable,Car
1210351864,Havering,15,557002,188952,2,Passenger,Male,50-54,51,1,Serious,Not Applicable,Not Applicable,Car
1210351864,Havering,15,557002,188952,3,Passenger,Male,05-Sep,5,1,Slight,Not Applicable,Not Applicable,Car
1210351864,Havering,15,557002,188952,4,Passenger,Female,0-4,3,1,Slight,Not Applicable,Not Applicable,Car
1210351866,Southwark,8,535228,175620,1,Driver/Rider,Female,55-59,55,1,Slight,Not Applicable,Not Applicable,Car
1210351867,Waltham Forest,13,536022,188599,1,Driver/Rider,Male,35-39,36,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210351868,Kingston-Upon-Thames,23,519589,165601,1,Driver/Rider,Male,40-44,42,1,Slight,Not Applicable,Not Applicable,Car
1210351873,Hackney,4,532121,187527,1,Passenger,Female,50-54,51,1,Slight,Not Applicable,Not Applicable,Car
1210351876,Haringey,31,532988,188357,1,Pedestrian,Male,30-34,32,1,Serious,In Centre Of Carriageway,From Drivers N/Side,Pedestrian
1210351876,Haringey,31,532988,188357,2,Driver/Rider,Male,25-29,26,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210351878,Barnet,30,521872,188267,1,Driver/Rider,Male,20-24,20,1,Serious,Not Applicable,Not Applicable,Car
1210351884,Wandsworth,10,528663,177132,1,Driver/Rider,Female,25-29,28,1,Slight,Not Applicable,Not Applicable,Car
1210351884,Wandsworth,10,528663,177132,2,Passenger,Female,20-24,22,1,Slight,Not Applicable,Not Applicable,Car
1210351885,Wandsworth,10,524114,175596,1,Driver/Rider,Male,20-24,24,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210351888,Newham,17,540476,181752,1,Driver/Rider,Male,35-39,38,1,Slight,Not Applicable,Not Applicable,Car
1210351888,Newham,17,540476,181752,2,Passenger,Unknown,Unknown,,1,Slight,Not Applicable,Not Applicable,Car
1210351888,Newham,17,540476,181752,3,Passenger,Unknown,Unknown,,1,Slight,Not Applicable,Not Applicable,Car
1210351892,Hounslow,25,513830,176873,1,Driver/Rider,Male,25-29,27,1,Slight,Not Applicable,Not Applicable,Car
1210351892,Hounslow,25,513830,176873,2,Driver/Rider,Male,20-24,21,1,Slight,Not Applicable,Not Applicable,Car
1210351893,Ealing,27,514732,183046,1,Pedestrian,Male,65-69,66,1,Serious,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian
1210351896,Sutton,21,524611,166655,1,Driver/Rider,Male,15-19,18,1,Slight,Not Applicable,Not Applicable,Car
1210351897,Havering,15,553714,192711,1,Driver/Rider,Male,20-24,21,1,Slight,Not Applicable,Not Applicable,Car
1210351898,Hillingdon,26,507509,178608,1,Driver/Rider,Female,55-59,57,1,Slight,Not Applicable,Not Applicable,Car
1210351899,Lambeth,9,530989,175263,1,Driver/Rider,Male,45-49,47,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210351907,Tower Hamlets,5,538388,180283,1,Pedestrian,Male,55-59,59,1,Serious,On Footpath - Verge,Unknown Or Other,Pedestrian
1210351916,Richmond-Upon-Thames,24,519157,171243,1,Driver/Rider,Male,30-34,31,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210351926,Enfield,32,530048,193291,1,Driver/Rider,Female,55-59,59,1,Slight,Not Applicable,Not Applicable,Car
1210351929,Newham,17,542867,182361,1,Driver/Rider,Female,25-29,25,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210351934,Hackney,4,533491,182324,1,Driver/Rider,Male,Unknown,,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210351939,Richmond-Upon-Thames,24,517566,169403,1,Driver/Rider,Female,30-34,30,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210351950,Havering,15,557834,189618,1,Driver/Rider,Male,55-59,58,1,Slight,Not Applicable,Not Applicable,Car
1210351950,Havering,15,557834,189618,2,Passenger,Female,50-54,52,1,Slight,Not Applicable,Not Applicable,Car
1210351951,Wandsworth,10,527458,171485,1,Driver/Rider,Male,40-44,44,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210351955,Barking & Dagenham,16,544612,183110,1,Driver/Rider,Male,30-34,30,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210351960,Wandsworth,10,528589,176064,1,Driver/Rider,Male,25-29,28,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210351961,Barnet,30,527619,192070,1,Driver/Rider,Female,45-49,47,1,Slight,Not Applicable,Not Applicable,Car
1210351963,Croydon,20,533871,168772,1,Pedestrian,Female,45-49,48,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian
1210351964,Ealing,27,511779,183228,1,Driver/Rider,Male,35-39,35,1,Slight,Not Applicable,Not Applicable,Car
1210351965,Newham,17,539441,181546,1,Driver/Rider,Female,20-24,22,1,Slight,Not Applicable,Not Applicable,Car
1210351967,Redbridge,14,545224,185198,1,Pedestrian,Female,50-54,52,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian
1210351969,Lambeth,9,530286,177945,1,Driver/Rider,Unknown,35-39,39,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210351970,Westminster,1,528044,179764,1,Driver/Rider,Male,55-59,57,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210351971,Islington,3,531959,182960,1,Driver/Rider,Male,25-29,25,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210351972,Southwark,8,534033,179527,1,Passenger,Female,75-79,78,1,Slight,Not Applicable,Not Applicable,Bus Or Coach
1210351974,Enfield,32,532345,196695,1,Driver/Rider,Male,25-29,28,1,Serious,Not Applicable,Not Applicable,Car
1210351978,Havering,15,554253,181589,1,Driver/Rider,Female,55-59,59,1,Slight,Not Applicable,Not Applicable,Car
1210351978,Havering,15,554253,181589,2,Passenger,Unknown,Unknown,,1,Slight,Not Applicable,Not Applicable,Car
1210351985,Hackney,4,536461,184848,1,Driver/Rider,Male,30-34,33,1,Slight,Not Applicable,Not Applicable,Car
1210351986,Waltham Forest,13,538616,186389,1,Driver/Rider,Male,20-24,23,1,Slight,Not Applicable,Not Applicable,Car
1210351988,Lewisham,7,537144,177661,1,Driver/Rider,Male,55-59,59,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210351990,Camden,2,530436,181711,1,Driver/Rider,Male,30-34,30,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210351992,Brent,28,523369,186202,1,Driver/Rider,Female,35-39,37,1,Slight,Not Applicable,Not Applicable,Car
1210351993,Lambeth,9,530365,178003,1,Driver/Rider,Female,40-44,40,1,Slight,Not Applicable,Not Applicable,Car
1210351996,Lambeth,9,531184,177003,1,Passenger,Male,50-54,51,1,Slight,Not Applicable,Not Applicable,Car
1210351996,Lambeth,9,531184,177003,2,Driver/Rider,Male,50-54,53,1,Slight,Not Applicable,Not Applicable,Car
1210351996,Lambeth,9,531184,177003,3,Passenger,Female,25-29,29,1,Slight,Not Applicable,Not Applicable,Car
1210351996,Lambeth,9,531184,177003,4,Passenger,Female,20-24,24,1,Slight,Not Applicable,Not Applicable,Car
1210351998,Westminster,1,529916,181027,1,Driver/Rider,Male,45-49,46,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210351999,Enfield,32,533593,194536,1,Passenger,Male,15-19,17,1,Serious,Not Applicable,Not Applicable,Car
1210352004,Southwark,8,532177,178632,1,Driver/Rider,Male,20-24,21,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352005,Waltham Forest,13,539637,187930,1,Driver/Rider,Male,30-34,32,1,Slight,Not Applicable,Not Applicable,Car
1210352007,Hounslow,25,521540,177980,1,Driver/Rider,Male,35-39,36,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352008,Greenwich,6,547213,177682,1,Driver/Rider,Male,45-49,47,1,Slight,Not Applicable,Not Applicable,Car
1210352009,Kensington & Chelsea,12,526508,178953,1,Driver/Rider,Male,25-29,26,1,Slight,Not Applicable,Not Applicable,Car
1210352009,Kensington & Chelsea,12,526508,178953,2,Driver/Rider,Male,50-54,52,1,Serious,Not Applicable,Not Applicable,Car
1210352011,Bromley,19,538841,166649,1,Driver/Rider,Male,25-29,26,1,Slight,Not Applicable,Not Applicable,Car
1210352011,Bromley,19,538841,166649,2,Passenger,Male,25-29,27,1,Slight,Not Applicable,Not Applicable,Car
1210352011,Bromley,19,538841,166649,3,Passenger,Male,35-39,36,1,Slight,Not Applicable,Not Applicable,Car
1210352013,Sutton,21,525858,165676,1,Driver/Rider,Male,40-44,41,1,Slight,Not Applicable,Not Applicable,Car
1210352014,Islington,3,530764,186275,1,Driver/Rider,Male,25-29,25,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352015,Bromley,19,537491,166860,1,Driver/Rider,Male,20-24,24,1,Serious,Not Applicable,Not Applicable,Car
1210352015,Bromley,19,537491,166860,2,Passenger,Female,45-49,45,1,Slight,Not Applicable,Not Applicable,Other Vehicle
1210352017,Enfield,32,534791,195730,1,Driver/Rider,Male,20-24,20,1,Slight,Not Applicable,Not Applicable,Car
1210352020,Ealing,27,514599,183269,1,Pedestrian,Male,30-34,33,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian
1210352027,Enfield,32,536279,195894,1,Driver/Rider,Male,30-34,31,1,Slight,Not Applicable,Not Applicable,Goods Vehicle
1210352032,Brent,28,520763,186361,1,Driver/Rider,Male,20-24,23,1,Slight,Not Applicable,Not Applicable,Car
1210352034,Ealing,27,518311,181077,1,Driver/Rider,Male,55-59,55,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352035,Brent,28,521989,186839,1,Driver/Rider,Male,30-34,34,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352038,Brent,28,521110,184031,1,Driver/Rider,Male,35-39,38,1,Slight,Not Applicable,Not Applicable,Other Vehicle
1210352045,Camden,2,525229,183891,1,Passenger,Female,35-39,35,1,Slight,Not Applicable,Not Applicable,Car
1210352047,Haringey,31,534370,189464,1,Driver/Rider,Male,40-44,42,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352052,Brent,28,519304,184801,1,Driver/Rider,Male,35-39,39,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352053,Camden,2,529091,183561,1,Driver/Rider,Female,25-29,28,1,Slight,Not Applicable,Not Applicable,Car
1210352056,Lambeth,9,528669,175214,1,Driver/Rider,Male,35-39,35,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352058,Barnet,30,527482,189928,1,Driver/Rider,Female,35-39,35,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352059,Greenwich,6,541100,178515,1,Driver/Rider,Female,50-54,54,1,Slight,Not Applicable,Not Applicable,Car
1210352063,Kingston-Upon-Thames,23,518719,169031,1,Pedestrian,Male,55-59,57,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian
1210352066,Hillingdon,26,509046,180762,1,Driver/Rider,Male,20-24,20,1,Slight,Not Applicable,Not Applicable,Other Vehicle
1210352069,Richmond-Upon-Thames,24,521361,175772,1,Pedestrian,Female,20-24,22,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian
1210352075,Wandsworth,10,523684,174213,1,Driver/Rider,Male,30-34,33,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352077,Newham,17,540409,182381,1,Pedestrian,Female,50-54,54,1,Slight,In Road - Not Crossing,Unknown Or Other,Pedestrian
1210352078,Ealing,27,518760,182499,1,Driver/Rider,Male,25-29,28,1,Slight,Not Applicable,Not Applicable,Car
1210352083,Lewisham,7,536382,175865,1,Driver/Rider,Female,25-29,25,1,Slight,Not Applicable,Not Applicable,Car
1210352084,Waltham Forest,13,536926,190552,1,Driver/Rider,Female,45-49,49,1,Slight,Not Applicable,Not Applicable,Car
1210352089,Croydon,20,531574,166148,1,Pedestrian,Male,Unknown,,1,Serious,In Centre Of Carriageway,From Drivers O/Side,Pedestrian
1210352091,Wandsworth,10,527647,171243,1,Pedestrian,Male,30-34,34,1,Serious,Crossing Road On Ped Xing,Unknown Or Other,Pedestrian
1210352095,Newham,17,542842,182429,1,Driver/Rider,Female,20-24,24,1,Serious,Not Applicable,Not Applicable,Car
1210352095,Newham,17,542842,182429,2,Passenger,Male,20-24,22,1,Serious,Not Applicable,Not Applicable,Car
1210352095,Newham,17,542842,182429,3,Passenger,Male,20-24,22,1,Serious,Not Applicable,Not Applicable,Car
1210352095,Newham,17,542842,182429,4,Passenger,Male,20-24,22,1,Slight,Not Applicable,Not Applicable,Car
1210352095,Newham,17,542842,182429,5,Pedestrian,Male,40-44,44,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian
1210352096,Hounslow,25,512757,172120,1,Driver/Rider,Male,55-59,58,1,Slight,Not Applicable,Not Applicable,Goods Vehicle
1210352100,Kingston-Upon-Thames,23,518255,169751,1,Pedestrian,Male,15-19,18,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian
1210352102,Croydon,20,533627,165477,1,Driver/Rider,Female,25-29,29,1,Slight,Not Applicable,Not Applicable,Car
1210352102,Croydon,20,533627,165477,2,Passenger,Male,30-34,31,1,Slight,Not Applicable,Not Applicable,Car
1210352106,Camden,2,528968,184517,1,Driver/Rider,Male,15-19,19,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352108,Westminster,1,526438,181553,1,Driver/Rider,Male,20-24,21,1,Slight,Not Applicable,Not Applicable,Car
1210352108,Westminster,1,526438,181553,2,Passenger,Male,20-24,20,1,Slight,Not Applicable,Not Applicable,Car
1210352109,Newham,17,542485,185776,1,Passenger,Female,35-39,35,1,Slight,Not Applicable,Not Applicable,Car
1210352110,Lewisham,7,537992,174807,1,Driver/Rider,Male,60-64,64,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210352111,Lewisham,7,540958,172204,1,Driver/Rider,Female,30-34,30,1,Slight,Not Applicable,Not Applicable,Car
1210352112,Ealing,27,511390,182918,1,Pedestrian,Female,20-24,22,1,Slight,In Centre Of Carriageway,In Rd Facing Traffic,Pedestrian
1210352118,Ealing,27,513816,179832,1,Driver/Rider,Male,45-49,48,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210352124,Bromley,19,547933,166112,1,Driver/Rider,Male,65-69,66,1,Slight,Not Applicable,Not Applicable,Car
1210352127,Newham,17,543206,184206,1,Pedestrian,Male,Oct-14,10,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian
1210352129,Bexley,18,547473,172717,1,Driver/Rider,Male,30-34,32,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210352131,Westminster,1,527899,180815,1,Driver/Rider,Female,30-34,31,1,Slight,Not Applicable,Not Applicable,Car
1210352131,Westminster,1,527899,180815,2,Passenger,Unknown,05-Sep,5,1,Slight,Not Applicable,Not Applicable,Car
1210352131,Westminster,1,527899,180815,3,Passenger,Unknown,30-34,33,1,Slight,Not Applicable,Not Applicable,Car
1210352131,Westminster,1,527899,180815,4,Passenger,Unknown,0-4,0,1,Slight,Not Applicable,Not Applicable,Car
1210352132,Ealing,27,514802,179107,1,Driver/Rider,Female,30-34,30,1,Slight,Not Applicable,Not Applicable,Car
1210352134,Hillingdon,26,511715,181916,1,Passenger,Female,Oct-14,13,1,Slight,Not Applicable,Not Applicable,Car
1210352137,Ealing,27,512377,180455,1,Pedestrian,Male,55-59,59,1,Slight,In Centre Of Carriageway,From Drivers O/Side,Pedestrian
1210352143,Camden,2,530427,183005,1,Driver/Rider,Male,30-34,33,1,Slight,Not Applicable,Not Applicable,Car
1210352146,Haringey,31,532268,189192,1,Pedestrian,Male,40-44,42,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian
1210352147,Hammersmith & Fulham,11,522017,179212,1,Driver/Rider,Male,60-64,60,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210352152,Ealing,27,516031,180283,1,Driver/Rider,Male,25-29,28,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352154,Ealing,27,514702,182980,1,Driver/Rider,Male,45-49,46,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352157,Kensington & Chelsea,12,525370,180351,1,Driver/Rider,Male,55-59,57,1,Slight,Not Applicable,Not Applicable,Car
1210352158,Newham,17,540059,181589,1,Driver/Rider,Male,45-49,45,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352161,Enfield,32,530942,192087,1,Driver/Rider,Male,25-29,29,1,Slight,Not Applicable,Not Applicable,Car
1210352164,Enfield,32,535463,198267,1,Driver/Rider,Male,20-24,20,1,Slight,Not Applicable,Not Applicable,Car
1210352176,Sutton,21,524723,166612,1,Driver/Rider,Female,20-24,20,1,Slight,Not Applicable,Not Applicable,Car
1210352185,Camden,2,525668,185335,1,Driver/Rider,Male,40-44,41,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352194,Hammersmith & Fulham,11,521816,180916,1,Pedestrian,Female,55-59,56,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side Msk,Pedestrian
1210352195,Bexley,18,548904,176488,1,Driver/Rider,Male,20-24,24,1,Slight,Not Applicable,Not Applicable,Car
1210352196,Enfield,32,529536,192226,1,Driver/Rider,Male,30-34,31,1,Slight,Not Applicable,Not Applicable,Car
1210352196,Enfield,32,529536,192226,2,Passenger,Female,25-29,25,1,Slight,Not Applicable,Not Applicable,Car
1210352196,Enfield,32,529536,192226,3,Driver/Rider,Male,25-29,29,1,Slight,Not Applicable,Not Applicable,Car
1210352196,Enfield,32,529536,192226,4,Passenger,Male,30-34,31,1,Slight,Not Applicable,Not Applicable,Car
1210352198,Waltham Forest,13,536656,187375,1,Driver/Rider,Male,25-29,28,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210352205,Newham,17,542512,184183,1,Pedestrian,Male,25-29,25,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian
1210352208,Tower Hamlets,5,537491,182791,1,Driver/Rider,Male,30-34,33,1,Slight,Not Applicable,Not Applicable,Car
1210352210,Bexley,18,547643,174388,1,Driver/Rider,Male,15-19,17,1,Slight,Not Applicable,Not Applicable,Car
1210352215,Lambeth,9,531128,178156,1,Driver/Rider,Male,25-29,28,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352218,Newham,17,541811,184071,1,Driver/Rider,Male,15-19,18,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352221,Westminster,1,525002,181308,1,Driver/Rider,Male,50-54,51,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352222,Hammersmith & Fulham,11,524551,178778,1,Pedestrian,Male,35-39,36,1,Slight,In Road - Not Crossing,In Rd Not Crossing,Pedestrian
1210352223,Camden,2,528370,185680,1,Driver/Rider,Female,30-34,31,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352224,Redbridge,14,542878,188413,1,Driver/Rider,Male,30-34,30,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352226,Brent,28,519740,183212,1,Driver/Rider,Male,30-34,33,1,Serious,Not Applicable,Not Applicable,Other Vehicle
1210352228,Bexley,18,551600,176474,1,Driver/Rider,Male,20-24,22,1,Slight,Not Applicable,Not Applicable,Car
1210352229,Tower Hamlets,5,537147,182786,1,Driver/Rider,Male,20-24,21,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352234,Brent,28,516258,188041,1,Driver/Rider,Male,25-29,27,1,Slight,Not Applicable,Not Applicable,Car
1210352234,Brent,28,516258,188041,2,Driver/Rider,Male,40-44,40,1,Slight,Not Applicable,Not Applicable,Car
1210352249,Ealing,27,520502,181552,1,Driver/Rider,Male,40-44,41,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352250,Croydon,20,532744,163854,1,Driver/Rider,Male,25-29,27,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352253,Haringey,31,531394,190546,1,Driver/Rider,Female,35-39,37,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352255,Westminster,1,528307,180277,1,Driver/Rider,Female,30-34,31,1,Slight,Not Applicable,Not Applicable,Car
1210352256,Redbridge,14,540549,190542,1,Driver/Rider,Female,20-24,22,1,Slight,Not Applicable,Not Applicable,Car
1210352259,Croydon,20,534144,168399,1,Pedestrian,Male,30-34,32,1,Slight,Crossing Road On Ped Xing,Unknown Or Other,Pedestrian
1210352264,Lambeth,9,531376,178423,1,Pedestrian,Female,20-24,22,1,Serious,Unknown Or Other,Unknown Or Other,Pedestrian
1210352268,Enfield,32,535232,196062,1,Driver/Rider,Male,45-49,45,1,Serious,Not Applicable,Not Applicable,Car
1210352271,Hounslow,25,510549,174362,1,Driver/Rider,Male,50-54,50,1,Slight,Not Applicable,Not Applicable,Car
1210352271,Hounslow,25,510549,174362,2,Passenger,Female,20-24,20,1,Slight,Not Applicable,Not Applicable,Car
1210352271,Hounslow,25,510549,174362,3,Driver/Rider,Female,65-69,66,1,Slight,Not Applicable,Not Applicable,Car
1210352276,Greenwich,6,540155,178618,1,Driver/Rider,Male,25-29,27,1,Slight,Not Applicable,Not Applicable,Car
1210352276,Greenwich,6,540155,178618,2,Driver/Rider,Female,25-29,27,1,Slight,Not Applicable,Not Applicable,Car
1210352284,Tower Hamlets,5,537575,182178,1,Driver/Rider,Male,20-24,23,1,Slight,Not Applicable,Not Applicable,Car
1210352293,Haringey,31,533289,188624,1,Driver/Rider,Male,55-59,55,1,Slight,Not Applicable,Not Applicable,Goods Vehicle
1210352296,Hillingdon,26,507833,185874,1,Pedestrian,Male,20-24,23,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian
1210352299,Westminster,1,530469,180969,1,Passenger,Male,25-29,26,1,Slight,Not Applicable,Not Applicable,Taxi
1210352299,Westminster,1,530469,180969,2,Passenger,Female,25-29,26,1,Slight,Not Applicable,Not Applicable,Taxi
1210352299,Westminster,1,530469,180969,3,Driver/Rider,Unknown,Unknown,,1,Slight,Not Applicable,Not Applicable,Taxi
1210352299,Westminster,1,530469,180969,4,Passenger,Female,55-59,55,1,Slight,Not Applicable,Not Applicable,Taxi
1210352300,Enfield,32,529459,195421,1,Driver/Rider,Male,75-79,75,1,Slight,Not Applicable,Not Applicable,Car
1210352300,Enfield,32,529459,195421,2,Driver/Rider,Female,15-19,18,1,Slight,Not Applicable,Not Applicable,Car
1210352302,Westminster,1,527481,181263,1,Driver/Rider,Male,30-34,31,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352303,Ealing,27,517999,180487,1,Driver/Rider,Male,30-34,31,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352306,Kensington & Chelsea,12,528449,178062,1,Driver/Rider,Male,20-24,21,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352307,Ealing,27,514186,179786,1,Driver/Rider,Male,25-29,29,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210352308,Barnet,30,520934,192123,1,Driver/Rider,Male,35-39,37,1,Slight,Not Applicable,Not Applicable,Car
1210352309,Barnet,30,522779,187518,1,Passenger,Unknown,Unknown,,1,Slight,Not Applicable,Not Applicable,Car
1210352310,Southwark,8,533775,178821,1,Pedestrian,Male,30-34,33,1,Serious,Crossing Road Within 50m Xing,From Drivers N/Side Msk,Pedestrian
1210352314,Croydon,20,531747,166618,1,Pedestrian,Female,20-24,20,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian
1210352315,Bromley,19,540054,166096,1,Driver/Rider,Male,30-34,31,1,Slight,Not Applicable,Not Applicable,Car
1210352316,Hillingdon,26,505875,176967,1,Passenger,Female,60-64,64,1,Serious,Not Applicable,Not Applicable,Car
1210352318,Barnet,30,521511,190053,1,Driver/Rider,Male,30-34,30,1,Slight,Not Applicable,Not Applicable,Car
1210352320,Bexley,18,551589,177127,1,Pedestrian,Male,30-34,31,1,Serious,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian
1210352325,Camden,2,529901,182690,1,Driver/Rider,Male,30-34,32,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210352334,Haringey,31,533593,188993,1,Driver/Rider,Male,30-34,34,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
