GLA area 2021,,,,,,,,,,,,,,
_Collision Id,Borough Name,Borough Number,Easting,Northing,_Casualty Id,_Casualty Class,Casualty Gender,Casualty Age (5 Year Bands),Casualty Age,_Casualty Count,_Casualty Severity,Pedestrian Location,Pedestrian Movement,Casualty Mode of Travel
1210300823,Wandsworth,10,529076,170781,1,Driver/Rider,Male,25-29,26,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210300826,Greenwich,6,539457,176758,1,Driver/Rider,Male,50-54,51,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210300827,Bromley,19,538754,169440,1,Passenger,Female,20-24,23,1,Slight,Not Applicable,Not Applicable,Car
1210300827,Bromley,19,538754,169440,2,Passenger,Male,05-Sep,6,1,Slight,Not Applicable,Not Applicable,Car
1210300833,Tower Hamlets,5,537353,182862,1,Driver/Rider,Male,35-39,39,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210300835,Westminster,1,527776,181921,1,Driver/Rider,Male,60-64,62,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210300836,Greenwich,6,544804,177202,1,Driver/Rider,Female,Unknown,,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210300838,Lewisham,7,535580,174095,1,Driver/Rider,Male,35-39,39,1,Slight,Not Applicable,Not Applicable,Goods Vehicle
1210300839,Hammersmith & Fulham,11,524228,175735,1,Passenger,Female,75-79,76,1,Serious,Not Applicable,Not Applicable,Bus Or Coach
1210300840,Ealing,27,519407,179599,1,Driver/Rider,Female,65-69,66,1,Slight,Not Applicable,Not Applicable,Car
1210300841,Bromley,19,545563,163299,1,Driver/Rider,Male,35-39,36,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210300842,Lambeth,9,530502,174037,1,Driver/Rider,Female,15-19,18,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210300849,Bexley,18,547471,174532,1,Driver/Rider,Male,15-19,15,1,Serious,Not Applicable,Not Applicable,Other Vehicle
1210300851,Islington,3,529267,186861,1,Driver/Rider,Male,50-54,50,1,Slight,Not Applicable,Not Applicable,Bus Or Coach
1210300853,Haringey,31,531811,189082,1,Pedestrian,Male,Oct-14,13,1,Serious,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian
1210300854,Ealing,27,517021,180377,1,Driver/Rider,Male,55-59,58,1,Slight,Not Applicable,Not Applicable,Car
1210300855,Lambeth,9,530415,177143,1,Driver/Rider,Male,20-24,22,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210300856,Wandsworth,10,528392,173701,1,Driver/Rider,Female,40-44,41,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210300857,Hillingdon,26,507451,178798,1,Driver/Rider,Male,20-24,23,1,Slight,Not Applicable,Not Applicable,Taxi
1210300860,Ealing,27,516354,181960,1,Driver/Rider,Male,45-49,49,1,Slight,Not Applicable,Not Applicable,Car
1210300867,Waltham Forest,13,535700,189391,1,Driver/Rider,Male,45-49,48,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210300868,Wandsworth,10,527544,171377,1,Driver/Rider,Male,20-24,20,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210300871,Brent,28,521165,185697,1,Driver/Rider,Male,20-24,23,1,Slight,Not Applicable,Not Applicable,Car
1210300872,Barnet,30,523975,188426,1,Driver/Rider,Male,30-34,33,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210300873,Sutton,21,529537,165107,1,Driver/Rider,Male,15-19,18,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210300874,Ealing,27,511694,183085,1,Passenger,Female,35-39,35,1,Slight,Not Applicable,Not Applicable,Car
1210300876,Tower Hamlets,5,536304,182430,1,Driver/Rider,Male,30-34,33,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210300878,Waltham Forest,13,537260,187119,1,Driver/Rider,Male,20-24,22,1,Slight,Not Applicable,Not Applicable,Car
1210300880,Southwark,8,535132,178617,1,Passenger,Female,50-54,54,1,Slight,Not Applicable,Not Applicable,Bus Or Coach
1210300892,Brent,28,521184,186097,1,Passenger,Female,05-Sep,7,1,Slight,Not Applicable,Not Applicable,Car
1210300896,Tower Hamlets,5,538403,180928,1,Driver/Rider,Male,50-54,51,1,Slight,Not Applicable,Not Applicable,Car
1210300898,Haringey,31,531038,189456,1,Driver/Rider,Male,25-29,28,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210300899,Hammersmith & Fulham,11,522003,179820,1,Pedestrian,Male,45-49,49,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian
1210300901,Croydon,20,532038,168479,1,Driver/Rider,Male,30-34,31,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210300902,Lewisham,7,540099,173854,1,Driver/Rider,Female,30-34,31,1,Slight,Not Applicable,Not Applicable,Car
1210300905,Haringey,31,533466,188993,1,Driver/Rider,Female,Unknown,,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210300907,Southwark,8,534621,174310,1,Driver/Rider,Male,25-29,26,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210300912,Kingston-Upon-Thames,23,518207,170055,1,Driver/Rider,Male,30-34,33,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210300913,Kensington & Chelsea,12,524207,181423,1,Driver/Rider,Male,50-54,50,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210300916,Lambeth,9,531993,176100,1,Driver/Rider,Female,30-34,34,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210300918,Lewisham,7,536647,172440,1,Driver/Rider,Male,15-19,18,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210300920,Merton,22,524511,169279,1,Driver/Rider,Male,40-44,41,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210300928,Southwark,8,532589,179483,1,Driver/Rider,Male,Unknown,,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210300930,Wandsworth,10,528682,173556,1,Pedestrian,Female,45-49,49,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian
1210300934,Ealing,27,514899,183548,1,Driver/Rider,Male,25-29,26,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210300935,Bromley,19,541131,169865,1,Driver/Rider,Male,25-29,28,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210300936,Tower Hamlets,5,534454,182637,1,Driver/Rider,Male,30-34,34,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210300940,Newham,17,539056,184461,1,Passenger,Male,Unknown,,1,Slight,Not Applicable,Not Applicable,Car
1210300945,Hammersmith & Fulham,11,523100,178760,1,Driver/Rider,Male,20-24,22,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210300946,Hillingdon,26,510221,181254,1,Driver/Rider,Male,20-24,20,1,Slight,Not Applicable,Not Applicable,Car
1210300947,Tower Hamlets,5,537727,180315,1,Driver/Rider,Male,30-34,33,1,Slight,Not Applicable,Not Applicable,Private Hire
1210300947,Tower Hamlets,5,537727,180315,2,Passenger,Male,Unknown,,1,Serious,Not Applicable,Not Applicable,Private Hire
1210300947,Tower Hamlets,5,537727,180315,3,Passenger,Female,30-34,30,1,Slight,Not Applicable,Not Applicable,Private Hire
1210300950,Ealing,27,517669,180707,1,Driver/Rider,Male,30-34,34,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210300952,Hackney,4,533641,186644,1,Pedestrian,Male,50-54,52,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian
1210300955,Hammersmith & Fulham,11,523391,178660,1,Driver/Rider,Female,25-29,27,1,Slight,Not Applicable,Not Applicable,Car
1210300956,Lambeth,9,530054,175790,1,Driver/Rider,Male,50-54,53,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210300957,Barnet,30,520378,190129,1,Driver/Rider,Female,30-34,32,1,Slight,Not Applicable,Not Applicable,Car
1210300957,Barnet,30,520378,190129,2,Passenger,Unknown,Unknown,,1,Slight,Not Applicable,Not Applicable,Car
1210300958,Enfield,32,527937,196691,1,Driver/Rider,Male,25-29,29,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210300963,Wandsworth,10,527509,176469,1,Driver/Rider,Female,25-29,25,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210300971,Newham,17,540494,185359,1,Driver/Rider,Male,25-29,26,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210300972,Hammersmith & Fulham,11,524047,178332,1,Driver/Rider,Female,20-24,23,1,Slight,Not Applicable,Not Applicable,Car
1210300972,Hammersmith & Fulham,11,524047,178332,2,Passenger,Unknown,0-4,1,1,Slight,Not Applicable,Not Applicable,Car
1210300979,Kensington & Chelsea,12,526240,178909,1,Driver/Rider,Male,15-19,18,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210300980,Brent,28,521167,185864,1,Driver/Rider,Female,55-59,58,1,Slight,Not Applicable,Not Applicable,Car
1210300984,Lewisham,7,536522,175904,1,Driver/Rider,Male,35-39,37,1,Slight,Not Applicable,Not Applicable,Car
1210300984,Lewisham,7,536522,175904,2,Passenger,Unknown,Unknown,,1,Slight,Not Applicable,Not Applicable,Car
1210300986,Newham,17,540302,180267,1,Driver/Rider,Male,35-39,39,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210300987,Enfield,32,533780,192432,1,Driver/Rider,Male,45-49,47,1,Slight,Not Applicable,Not Applicable,Car
1210300989,Greenwich,6,543104,178725,1,Driver/Rider,Female,25-29,25,1,Slight,Not Applicable,Not Applicable,Car
1210300989,Greenwich,6,543104,178725,2,Passenger,Female,20-24,24,1,Slight,Not Applicable,Not Applicable,Car
1210300992,Merton,22,525865,171398,1,Driver/Rider,Male,Unknown,,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210300995,Barnet,30,522077,193204,1,Driver/Rider,Male,25-29,25,1,Slight,Not Applicable,Not Applicable,Car
1210300996,Southwark,8,533907,173999,1,Passenger,Female,05-Sep,9,1,Slight,Not Applicable,Not Applicable,Car
1210300997,Haringey,31,530098,188519,1,Driver/Rider,Male,45-49,49,1,Slight,Not Applicable,Not Applicable,Car
1210301000,Kensington & Chelsea,12,524128,179623,1,Driver/Rider,Male,35-39,35,1,Slight,Not Applicable,Not Applicable,Car
1210301001,Camden,2,529917,182377,1,Driver/Rider,Male,45-49,46,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301003,Brent,28,520519,187399,1,Driver/Rider,Male,25-29,28,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301004,Brent,28,521430,185701,1,Driver/Rider,Male,35-39,37,1,Slight,Not Applicable,Not Applicable,Car
1210301004,Brent,28,521430,185701,2,Passenger,Female,35-39,36,1,Slight,Not Applicable,Not Applicable,Car
1210301004,Brent,28,521430,185701,3,Passenger,Male,05-Sep,9,1,Slight,Not Applicable,Not Applicable,Car
1210301005,Newham,17,543898,182940,1,Driver/Rider,Male,50-54,54,1,Slight,Not Applicable,Not Applicable,Other Vehicle
1210301005,Newham,17,543898,182940,2,Passenger,Unknown,Unknown,,1,Slight,Not Applicable,Not Applicable,Other Vehicle
1210301006,Barking & Dagenham,16,547654,184361,1,Driver/Rider,Male,40-44,43,1,Slight,Not Applicable,Not Applicable,Taxi
1210301007,Croydon,20,532125,165015,1,Driver/Rider,Male,45-49,47,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301008,Southwark,8,534230,179221,1,Driver/Rider,Male,15-19,18,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301008,Southwark,8,534230,179221,2,Driver/Rider,Male,25-29,26,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301018,Camden,2,526795,184087,1,Driver/Rider,Female,50-54,53,1,Slight,Not Applicable,Not Applicable,Car
1210301022,Hackney,4,532414,187680,1,Driver/Rider,Female,20-24,22,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210301031,Newham,17,540626,182477,1,Driver/Rider,Male,35-39,35,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210301034,Redbridge,14,546629,187515,1,Driver/Rider,Female,25-29,29,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210301038,Greenwich,6,543779,177500,1,Passenger,Female,55-59,56,1,Slight,Not Applicable,Not Applicable,Bus Or Coach
1210301041,Westminster,1,528225,182184,1,Driver/Rider,Male,35-39,38,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210301043,Havering,15,550249,183057,1,Driver/Rider,Male,60-64,64,1,Slight,Not Applicable,Not Applicable,Car
1210301043,Havering,15,550249,183057,2,Passenger,Female,30-34,31,1,Slight,Not Applicable,Not Applicable,Car
1210301044,Tower Hamlets,5,536805,181648,1,Pedestrian,Male,45-49,45,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian
1210301045,Southwark,8,534314,179447,1,Driver/Rider,Male,25-29,26,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210301049,Barking & Dagenham,16,549049,184879,1,Driver/Rider,Male,40-44,40,1,Slight,Not Applicable,Not Applicable,Car
1210301052,Southwark,8,531839,178906,1,Driver/Rider,Male,Unknown,,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301052,Southwark,8,531839,178906,2,Pedestrian,Female,Oct-14,13,1,Slight,Crossing Road (Not On Xing),Unknown Or Other,Pedestrian
1210301057,Croydon,20,532035,162348,1,Driver/Rider,Male,15-19,18,1,Slight,Not Applicable,Not Applicable,Other Vehicle
1210301058,Tower Hamlets,5,535946,182218,1,Driver/Rider,Male,30-34,34,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210301061,Richmond-Upon-Thames,24,519512,170687,1,Driver/Rider,Female,35-39,39,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210301062,Sutton,21,527308,164262,1,Driver/Rider,Male,50-54,54,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210301063,Merton,22,527963,169601,1,Driver/Rider,Male,25-29,29,1,Slight,Not Applicable,Not Applicable,Car
1210301066,Lambeth,9,531553,172964,1,Pedestrian,Female,25-29,27,1,Serious,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian
1210301068,Wandsworth,10,528307,176784,1,Driver/Rider,Male,50-54,50,1,Slight,Not Applicable,Not Applicable,Car
1210301069,Hackney,4,532531,186069,1,Driver/Rider,Male,35-39,35,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301076,Hackney,4,533816,184803,1,Driver/Rider,Female,30-34,32,1,Slight,Not Applicable,Not Applicable,Car
1210301076,Hackney,4,533816,184803,2,Passenger,Female,25-29,29,1,Slight,Not Applicable,Not Applicable,Car
1210301082,Hackney,4,531534,186851,1,Driver/Rider,Female,20-24,24,1,Slight,Not Applicable,Not Applicable,Car
1210301082,Hackney,4,531534,186851,2,Passenger,Unknown,Unknown,,1,Slight,Not Applicable,Not Applicable,Car
1210301084,Barnet,30,526349,189330,1,Pedestrian,Male,30-34,30,1,Slight,In Road - Not Crossing,In Rd Not Crossing,Pedestrian
1210301088,Harrow,29,518828,191388,1,Driver/Rider,Male,45-49,45,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210301089,Westminster,1,524881,181889,1,Driver/Rider,Male,60-64,64,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210301092,Tower Hamlets,5,537155,182783,1,Driver/Rider,Male,35-39,35,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210301094,Redbridge,14,548165,191409,1,Driver/Rider,Male,30-34,34,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210301095,Redbridge,14,541086,189164,1,Driver/Rider,Male,60-64,63,1,Slight,Not Applicable,Not Applicable,Car
1210301098,Westminster,1,527459,183382,1,Driver/Rider,Male,25-29,26,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301103,Tower Hamlets,5,537314,183139,1,Driver/Rider,Male,20-24,23,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301107,Redbridge,14,540358,187499,1,Driver/Rider,Male,30-34,30,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210301111,Barking & Dagenham,16,550253,185178,1,Driver/Rider,Female,25-29,26,1,Slight,Not Applicable,Not Applicable,Car
1210301115,Westminster,1,524664,182872,1,Driver/Rider,Male,25-29,28,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301116,Westminster,1,525628,180814,1,Driver/Rider,Male,30-34,31,1,Slight,Not Applicable,Not Applicable,Car
1210301117,Tower Hamlets,5,537157,180354,1,Driver/Rider,Male,25-29,26,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210301118,Redbridge,14,540163,190509,1,Driver/Rider,Female,40-44,44,1,Slight,Not Applicable,Not Applicable,Car
1210301118,Redbridge,14,540163,190509,2,Passenger,Female,15-19,17,1,Slight,Not Applicable,Not Applicable,Car
1210301118,Redbridge,14,540163,190509,3,Passenger,Female,30-34,31,1,Slight,Not Applicable,Not Applicable,Car
1210301118,Redbridge,14,540163,190509,4,Passenger,Male,Oct-14,14,1,Slight,Not Applicable,Not Applicable,Car
1210301118,Redbridge,14,540163,190509,5,Driver/Rider,Male,25-29,27,1,Slight,Not Applicable,Not Applicable,Car
1210301118,Redbridge,14,540163,190509,6,Passenger,Male,35-39,38,1,Slight,Not Applicable,Not Applicable,Car
1210301118,Redbridge,14,540163,190509,7,Driver/Rider,Male,55-59,56,1,Slight,Not Applicable,Not Applicable,Car
1210301119,Wandsworth,10,527772,172420,1,Passenger,Unknown,Unknown,,1,Slight,Not Applicable,Not Applicable,Car
1210301119,Wandsworth,10,527772,172420,2,Passenger,Unknown,Unknown,,1,Slight,Not Applicable,Not Applicable,Car
1210301121,Westminster,1,527537,183283,1,Driver/Rider,Male,45-49,45,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210301127,Hammersmith & Fulham,11,526290,176622,1,Driver/Rider,Female,20-24,24,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301128,Harrow,29,516864,190100,1,Pedestrian,Male,0-4,1,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian
1210301130,Westminster,1,525072,182615,1,Driver/Rider,Male,40-44,44,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210301137,Haringey,31,532574,191080,1,Passenger,Male,20-24,20,1,Slight,Not Applicable,Not Applicable,Car
1210301149,Barnet,30,523285,187600,1,Driver/Rider,Female,35-39,35,1,Slight,Not Applicable,Not Applicable,Car
1210301151,Bromley,19,543260,171479,1,Driver/Rider,Female,25-29,29,1,Slight,Not Applicable,Not Applicable,Car
1210301154,Lewisham,7,535997,173293,1,Driver/Rider,Male,20-24,22,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301159,Richmond-Upon-Thames,24,520311,173966,1,Driver/Rider,Male,25-29,29,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210301165,Westminster,1,525866,181238,1,Driver/Rider,Male,80-84,83,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210301167,Redbridge,14,545456,190834,1,Passenger,Male,35-39,36,1,Slight,Not Applicable,Not Applicable,Goods Vehicle
1210301168,Greenwich,6,540213,178779,1,Driver/Rider,Female,40-44,40,1,Serious,Not Applicable,Not Applicable,Car
1210301170,Kensington & Chelsea,12,524702,180890,1,Driver/Rider,Male,40-44,44,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301176,Greenwich,6,543519,179209,1,Driver/Rider,Male,65-69,65,1,Slight,Not Applicable,Not Applicable,Car
1210301176,Greenwich,6,543519,179209,2,Passenger,Female,55-59,57,1,Slight,Not Applicable,Not Applicable,Car
1210301180,Brent,28,522416,184152,1,Driver/Rider,Male,20-24,21,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301182,Merton,22,523253,168829,1,Driver/Rider,Female,25-29,27,1,Slight,Not Applicable,Not Applicable,Car
1210301182,Merton,22,523253,168829,2,Passenger,Female,60-64,63,1,Slight,Not Applicable,Not Applicable,Car
1210301186,Bromley,19,540527,169000,1,Driver/Rider,Male,65-69,65,1,Slight,Not Applicable,Not Applicable,Car
1210301191,Lewisham,7,536585,176925,1,Driver/Rider,Male,35-39,38,1,Slight,Not Applicable,Not Applicable,Car
1210301193,Greenwich,6,547340,179453,1,Driver/Rider,Male,25-29,26,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210301194,Ealing,27,511298,182822,1,Driver/Rider,Male,30-34,34,1,Slight,Not Applicable,Not Applicable,Car
1210301197,Southwark,8,534234,178126,1,Driver/Rider,Male,55-59,57,1,Slight,Not Applicable,Not Applicable,Private Hire
1210301197,Southwark,8,534234,178126,2,Passenger,Male,Unknown,,1,Slight,Not Applicable,Not Applicable,Private Hire
1210301198,Bexley,18,545479,173374,1,Driver/Rider,Male,55-59,59,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301200,Lewisham,7,535984,174159,1,Driver/Rider,Male,30-34,32,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301203,Bromley,19,539718,170196,1,Pedestrian,Female,50-54,53,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian
1210301204,Tower Hamlets,5,536173,182925,1,Driver/Rider,Male,25-29,25,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210301205,Barnet,30,528292,191145,1,Driver/Rider,Male,40-44,42,1,Slight,Not Applicable,Not Applicable,Car
1210301206,Hounslow,25,519174,178458,1,Driver/Rider,Female,15-19,19,1,Serious,Not Applicable,Not Applicable,Car
1210301208,Newham,17,539018,184436,1,Driver/Rider,Male,30-34,33,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301209,Kensington & Chelsea,12,525417,179496,1,Driver/Rider,Male,35-39,37,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301214,Hackney,4,533140,186538,1,Driver/Rider,Male,25-29,26,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301217,Tower Hamlets,5,537099,180830,1,Driver/Rider,Male,45-49,48,1,Slight,Not Applicable,Not Applicable,Car
1210301219,Havering,15,549880,188406,1,Pedestrian,Male,05-Sep,8,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian
1210301237,Redbridge,14,543676,184911,1,Driver/Rider,Male,35-39,36,1,Slight,Not Applicable,Not Applicable,Car
1210301238,Haringey,31,531084,190410,1,Driver/Rider,Male,25-29,28,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301239,Hounslow,25,517167,177926,1,Driver/Rider,Male,45-49,47,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301240,Haringey,31,532949,188290,1,Driver/Rider,Male,20-24,20,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301242,Lambeth,9,530073,171188,1,Passenger,Female,30-34,31,1,Slight,Not Applicable,Not Applicable,Car
1210301242,Lambeth,9,530073,171188,2,Passenger,Male,Oct-14,10,1,Slight,Not Applicable,Not Applicable,Car
1210301242,Lambeth,9,530073,171188,3,Passenger,Male,05-Sep,5,1,Slight,Not Applicable,Not Applicable,Car
1210301245,Southwark,8,533172,179186,1,Driver/Rider,Male,45-49,47,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301247,Westminster,1,525138,181522,1,Passenger,Female,75-79,76,1,Slight,Not Applicable,Not Applicable,Bus Or Coach
1210301249,Enfield,32,533997,200010,1,Driver/Rider,Female,45-49,45,1,Slight,Not Applicable,Not Applicable,Car
1210301250,Camden,2,527492,184553,1,Pedestrian,Male,55-59,55,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian
1210301251,Kensington & Chelsea,12,526169,178697,1,Driver/Rider,Female,35-39,35,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210301258,Havering,15,552023,186058,1,Driver/Rider,Female,80-84,84,1,Slight,Not Applicable,Not Applicable,Car
1210301259,Haringey,31,531911,190700,1,Driver/Rider,Female,25-29,27,1,Slight,Not Applicable,Not Applicable,Car
1210301261,Islington,3,531015,185263,1,Pedestrian,Female,40-44,40,1,Slight,In Centre Of Carriageway,From Drivers N/Side,Pedestrian
1210301266,Hillingdon,26,510227,180352,1,Driver/Rider,Male,60-64,60,1,Slight,Not Applicable,Not Applicable,Car
1210301274,Haringey,31,531383,189636,1,Driver/Rider,Male,25-29,27,1,Slight,Not Applicable,Not Applicable,Car
1210301277,Wandsworth,10,528712,176510,1,Driver/Rider,Female,25-29,27,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210301285,Camden,2,529348,184384,1,Driver/Rider,Male,35-39,35,1,Serious,Not Applicable,Not Applicable,Pedal Cycle
1210301293,Redbridge,14,542043,188341,1,Pedestrian,Male,40-44,40,1,Serious,Crossing Road Within 50m Xing,From Drivers O/Side Msk,Pedestrian
1210301297,Enfield,32,535016,199737,1,Pedestrian,Male,20-24,21,1,Serious,On Footpath - Verge,Unknown Or Other,Pedestrian
1210301297,Enfield,32,535016,199737,2,Pedestrian,Male,25-29,25,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian
1210301298,Waltham Forest,13,537335,192034,1,Driver/Rider,Male,30-34,31,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301306,Brent,28,520248,186747,1,Driver/Rider,Female,35-39,35,1,Serious,Not Applicable,Not Applicable,Car
1210301309,Lewisham,7,537467,172560,1,Driver/Rider,Male,20-24,23,1,Slight,Not Applicable,Not Applicable,Car
1210301309,Lewisham,7,537467,172560,2,Passenger,Male,20-24,23,1,Serious,Not Applicable,Not Applicable,Car
1210301311,Enfield,32,536024,199913,1,Driver/Rider,Female,50-54,51,1,Slight,Not Applicable,Not Applicable,Car
1210301317,Croydon,20,533169,168184,1,Driver/Rider,Male,25-29,27,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301320,Enfield,32,532557,192611,1,Driver/Rider,Male,25-29,29,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301326,Ealing,27,518661,182306,1,Driver/Rider,Male,35-39,35,1,Serious,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301334,Camden,2,526960,183859,1,Pedestrian,Female,25-29,26,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian
1210301336,Camden,2,528351,185160,1,Driver/Rider,Female,60-64,62,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210301338,Newham,17,541659,183297,1,Driver/Rider,Male,30-34,30,1,Slight,Not Applicable,Not Applicable,Car
1210301338,Newham,17,541659,183297,2,Driver/Rider,Male,25-29,29,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301340,Wandsworth,10,528691,176931,1,Driver/Rider,Male,25-29,27,1,Slight,Not Applicable,Not Applicable,Pedal Cycle
1210301343,Westminster,1,529739,179272,1,Driver/Rider,Male,60-64,64,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301345,Haringey,31,532634,188350,1,Driver/Rider,Male,30-34,30,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301347,Haringey,31,532636,188358,1,Driver/Rider,Male,40-44,40,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
1210301350,Hammersmith & Fulham,11,524204,176487,1,Driver/Rider,Female,40-44,41,1,Slight,Not Applicable,Not Applicable,Car
1210301360,Hounslow,25,511073,178828,1,Driver/Rider,Female,50-54,50,1,Slight,Not Applicable,Not Applicable,Car
1210301363,Islington,3,530626,187340,1,Driver/Rider,Male,35-39,38,1,Slight,Not Applicable,Not Applicable,Powered 2 Wheeler
