time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,gender,characteristic,characteristic_type,number_of_pupils,elg_number,elg_percent,gld_number,gld_percent,point_score,average_point_score
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Total,Ethnicity,Total,4702,3082,66,3184,68,158936,33.8
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Total,Ethnicity,White,1622,1015,63,1047,65,54177,33.4
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Total,Ethnicity,Asian,1914,1365,71,1414,74,66354,34.7
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Total,Ethnicity,Black,383,233,61,242,63,12623,33
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Total,Ethnicity,Chinese,25,16,64,18,72,827,33.1
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Total,Ethnicity,Mixed,375,254,68,260,69,12873,34.3
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Girls,Ethnicity,Total,2253,1624,72,1656,74,78955,35
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Girls,Ethnicity,White,771,532,69,546,71,26712,34.6
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Girls,Ethnicity,Asian,907,719,79,729,80,32679,36
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Girls,Ethnicity,Black,163,108,66,110,67,5645,34.6
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Girls,Ethnicity,Chinese,13,8,62,10,77,436,33.5
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Girls,Ethnicity,Mixed,198,146,74,148,75,6986,35.3
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Boys,Ethnicity,Total,2449,1458,60,1528,62,79981,32.7
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Boys,Ethnicity,White,851,483,57,501,59,27465,32.3
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Boys,Ethnicity,Asian,1007,646,64,685,68,33675,33.4
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Boys,Ethnicity,Black,220,125,57,132,60,6978,31.7
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Boys,Ethnicity,Chinese,12,8,67,8,67,391,32.6
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Boys,Ethnicity,Mixed,177,108,61,112,63,5887,33.3
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Total,Ethnicity,Total,7681,5452,71,5539,72,267694,34.9
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Total,Ethnicity,White,6300,4494,71,4549,72,219887,34.9
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Total,Ethnicity,Asian,612,438,72,458,75,21248,34.7
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Total,Ethnicity,Black,80,52,65,53,66,2629,32.9
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Total,Ethnicity,Chinese,29,23,79,24,83,1068,36.8
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Total,Ethnicity,Mixed,448,315,70,323,72,15660,35
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Girls,Ethnicity,Total,3806,2967,78,2993,79,136652,35.9
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Girls,Ethnicity,White,3128,2435,78,2451,78,112269,35.9
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Girls,Ethnicity,Asian,321,259,81,264,82,11556,36
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Girls,Ethnicity,Black,33,29,88,29,88,1203,36.5
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Girls,Ethnicity,Chinese,11,10,91,10,91,413,37.5
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Girls,Ethnicity,Mixed,226,177,78,181,80,8197,36.3
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Boys,Ethnicity,Total,3875,2485,64,2546,66,131042,33.8
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Boys,Ethnicity,White,3172,2059,65,2098,66,107618,33.9
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Boys,Ethnicity,Asian,291,179,62,194,67,9692,33.3
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Boys,Ethnicity,Black,47,23,49,24,51,1426,30.3
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Boys,Ethnicity,Chinese,18,13,72,14,78,655,36.4
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Boys,Ethnicity,Mixed,222,138,62,142,64,7463,33.6
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Total,Ethnicity,Total,7953,5491,69,5539,70,273061,34.3
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Total,Ethnicity,White,7322,5080,69,5124,70,252007,34.4
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Total,Ethnicity,Asian,66,48,73,48,73,2216,33.6
