time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,gender,characteristic,characteristic_type,number_of_pupils,elg_number,elg_percent,gld_number,gld_percent,point_score,average_point_score
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands, , , ,Girls,Ethnicity,Mixed,1583,1204,76,1218,77,56248,35.5
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands, , , ,Boys,Ethnicity,Total,27853,17336,62,17786,64,920861,33.1
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands, , , ,Boys,Ethnicity,White,21802,13720,63,14026,64,724477,33.2
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands, , , ,Boys,Ethnicity,Asian,2315,1469,63,1544,67,76605,33.1
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands, , , ,Boys,Ethnicity,Black,832,492,59,512,62,26183,31.5
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands, , , ,Boys,Ethnicity,Chinese,111,74,67,77,69,3840,34.6
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands, , , ,Boys,Ethnicity,Mixed,1570,955,61,988,63,51900,33.1
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands, , , ,Total,Ethnicity,Total,71244,48959,69,49961,70,2408930,33.8
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands, , , ,Total,Ethnicity,White,46696,32773,70,33305,71,1602839,34.3
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands, , , ,Total,Ethnicity,Asian,11781,7894,67,8129,69,384548,32.6
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands, , , ,Total,Ethnicity,Black,3724,2456,66,2543,68,122191,32.8
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands, , , ,Total,Ethnicity,Chinese,272,208,76,210,77,9505,34.9
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands, , , ,Total,Ethnicity,Mixed,5138,3555,69,3625,71,174634,34
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands, , , ,Girls,Ethnicity,Total,34880,26405,76,26751,77,1221841,35
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands, , , ,Girls,Ethnicity,White,22982,17700,77,17871,78,816167,35.5
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands, , , ,Girls,Ethnicity,Asian,5701,4249,75,4335,76,193367,33.9
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands, , , ,Girls,Ethnicity,Black,1789,1341,75,1365,76,61368,34.3
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands, , , ,Girls,Ethnicity,Chinese,129,106,82,107,83,4628,35.9
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands, , , ,Girls,Ethnicity,Mixed,2496,1893,76,1918,77,87863,35.2
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands, , , ,Boys,Ethnicity,Total,36364,22554,62,23210,64,1187089,32.6
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands, , , ,Boys,Ethnicity,White,23714,15073,64,15434,65,786672,33.2
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands, , , ,Boys,Ethnicity,Asian,6080,3645,60,3794,62,191181,31.4
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands, , , ,Boys,Ethnicity,Black,1935,1115,58,1178,61,60823,31.4
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands, , , ,Boys,Ethnicity,Chinese,143,102,71,103,72,4877,34.1
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands, , , ,Boys,Ethnicity,Mixed,2642,1662,63,1707,65,86771,32.8
201819,Academic year,Regional,E92000001,England,E12000006,East of England, , , ,Total,Ethnicity,Total,71812,51003,71,51913,72,2475512,34.5
201819,Academic year,Regional,E92000001,England,E12000006,East of England, , , ,Total,Ethnicity,White,56557,40734,72,41367,73,1960462,34.7
201819,Academic year,Regional,E92000001,England,E12000006,East of England, , , ,Total,Ethnicity,Asian,4787,3229,67,3327,70,159451,33.3
201819,Academic year,Regional,E92000001,England,E12000006,East of England, , , ,Total,Ethnicity,Black,2218,1506,68,1554,70,75145,33.9
201819,Academic year,Regional,E92000001,England,E12000006,East of England, , , ,Total,Ethnicity,Chinese,291,232,80,238,82,10466,36
201819,Academic year,Regional,E92000001,England,E12000006,East of England, , , ,Total,Ethnicity,Mixed,4639,3338,72,3408,73,161974,34.9
201819,Academic year,Regional,E92000001,England,E12000006,East of England, , , ,Girls,Ethnicity,Total,34998,27348,78,27663,79,1246109,35.6
201819,Academic year,Regional,E92000001,England,E12000006,East of England, , , ,Girls,Ethnicity,White,27620,21827,79,22044,80,987480,35.8
201819,Academic year,Regional,E92000001,England,E12000006,East of England, , , ,Girls,Ethnicity,Asian,2346,1764,75,1802,77,81301,34.7
201819,Academic year,Regional,E92000001,England,E12000006,East of England, , , ,Girls,Ethnicity,Black,1072,822,77,841,78,38055,35.5
201819,Academic year,Regional,E92000001,England,E12000006,East of England, , , ,Girls,Ethnicity,Chinese,134,111,83,113,84,4890,36.5
201819,Academic year,Regional,E92000001,England,E12000006,East of England, , , ,Girls,Ethnicity,Mixed,2228,1766,79,1785,80,80379,36.1
201819,Academic year,Regional,E92000001,England,E12000006,East of England, , , ,Boys,Ethnicity,Total,36814,23655,64,24250,66,1229403,33.4
201819,Academic year,Regional,E92000001,England,E12000006,East of England, , , ,Boys,Ethnicity,White,28937,18907,65,19323,67,972982,33.6
201819,Academic year,Regional,E92000001,England,E12000006,East of England, , , ,Boys,Ethnicity,Asian,2441,1465,60,1525,62,78150,32
201819,Academic year,Regional,E92000001,England,E12000006,East of England, , , ,Boys,Ethnicity,Black,1146,684,60,713,62,37090,32.4
201819,Academic year,Regional,E92000001,England,E12000006,East of England, , , ,Boys,Ethnicity,Chinese,157,121,77,125,80,5576,35.5
201819,Academic year,Regional,E92000001,England,E12000006,East of England, , , ,Boys,Ethnicity,Mixed,2411,1572,65,1623,67,81595,33.8
201819,Academic year,Regional,E92000001,England,E12000007,London, , , ,Total,Ethnicity,Total,100982,73736,73,74785,74,3519170,34.8
201819,Academic year,Regional,E92000001,England,E12000007,London, , , ,Total,Ethnicity,White,40919,30686,75,31042,76,1453666,35.5
201819,Academic year,Regional,E92000001,England,E12000007,London, , , ,Total,Ethnicity,Asian,21123,15845,75,16129,76,735026,34.8
201819,Academic year,Regional,E92000001,England,E12000007,London, , , ,Total,Ethnicity,Black,15654,10923,70,11101,71,526445,33.6
201819,Academic year,Regional,E92000001,England,E12000007,London, , , ,Total,Ethnicity,Chinese,927,764,82,776,84,33773,36.4
201819,Academic year,Regional,E92000001,England,E12000007,London, , , ,Total,Ethnicity,Mixed,11557,8764,76,8872,77,410578,35.5
201819,Academic year,Regional,E92000001,England,E12000007,London, , , ,Girls,Ethnicity,Total,49066,39090,80,39430,80,1769527,36.1
201819,Academic year,Regional,E92000001,England,E12000007,London, , , ,Girls,Ethnicity,White,19763,16072,81,16182,82,724262,36.6
201819,Academic year,Regional,E92000001,England,E12000007,London, , , ,Girls,Ethnicity,Asian,10224,8373,82,8460,83,369548,36.1
201819,Academic year,Regional,E92000001,England,E12000007,London, , , ,Girls,Ethnicity,Black,7736,6004,78,6062,78,271000,35
201819,Academic year,Regional,E92000001,England,E12000007,London, , , ,Girls,Ethnicity,Chinese,458,397,87,400,87,17122,37.4
201819,Academic year,Regional,E92000001,England,E12000007,London, , , ,Girls,Ethnicity,Mixed,5614,4626,82,4660,83,206556,36.8
201819,Academic year,Regional,E92000001,England,E12000007,London, , , ,Boys,Ethnicity,Total,51916,34646,67,35355,68,1749643,33.7
201819,Academic year,Regional,E92000001,England,E12000007,London, , , ,Boys,Ethnicity,White,21156,14614,69,14860,70,729404,34.5
201819,Academic year,Regional,E92000001,England,E12000007,London, , , ,Boys,Ethnicity,Asian,10899,7472,69,7669,70,365478,33.5
201819,Academic year,Regional,E92000001,England,E12000007,London, , , ,Boys,Ethnicity,Black,7918,4919,62,5039,64,255445,32.3
201819,Academic year,Regional,E92000001,England,E12000007,London, , , ,Boys,Ethnicity,Chinese,469,367,78,376,80,16651,35.5
201819,Academic year,Regional,E92000001,England,E12000007,London, , , ,Boys,Ethnicity,Mixed,5943,4138,70,4212,71,204022,34.3
201819,Academic year,Regional,E92000001,England,E12000008,South East, , , ,Total,Ethnicity,Total,102427,75630,74,76433,75,3632253,35.5
201819,Academic year,Regional,E92000001,England,E12000008,South East, , , ,Total,Ethnicity,White,80306,59921,75,60467,75,2863358,35.7
201819,Academic year,Regional,E92000001,England,E12000008,South East, , , ,Total,Ethnicity,Asian,7773,5618,72,5727,74,267380,34.4
201819,Academic year,Regional,E92000001,England,E12000008,South East, , , ,Total,Ethnicity,Black,2531,1744,69,1776,70,86386,34.1
201819,Academic year,Regional,E92000001,England,E12000008,South East, , , ,Total,Ethnicity,Chinese,425,327,77,335,79,15449,36.4
201819,Academic year,Regional,E92000001,England,E12000008,South East, , , ,Total,Ethnicity,Mixed,6470,4888,76,4954,77,230867,35.7
201819,Academic year,Regional,E92000001,England,E12000008,South East, , , ,Girls,Ethnicity,Total,49843,40126,81,40393,81,1822578,36.6
201819,Academic year,Regional,E92000001,England,E12000008,South East, , , ,Girls,Ethnicity,White,39063,31687,81,31869,82,1434283,36.7
201819,Academic year,Regional,E92000001,England,E12000008,South East, , , ,Girls,Ethnicity,Asian,3765,3000,80,3037,81,134178,35.6
201819,Academic year,Regional,E92000001,England,E12000008,South East, , , ,Girls,Ethnicity,Black,1245,968,78,979,79,44459,35.7
201819,Academic year,Regional,E92000001,England,E12000008,South East, , , ,Girls,Ethnicity,Chinese,189,155,82,157,83,7051,37.3
201819,Academic year,Regional,E92000001,England,E12000008,South East, , , ,Girls,Ethnicity,Mixed,3190,2639,83,2658,83,117781,36.9
201819,Academic year,Regional,E92000001,England,E12000008,South East, , , ,Boys,Ethnicity,Total,52584,35504,68,36040,69,1809675,34.4
201819,Academic year,Regional,E92000001,England,E12000008,South East, , , ,Boys,Ethnicity,White,41243,28234,68,28598,69,1429075,34.7
201819,Academic year,Regional,E92000001,England,E12000008,South East, , , ,Boys,Ethnicity,Asian,4008,2618,65,2690,67,133202,33.2
201819,Academic year,Regional,E92000001,England,E12000008,South East, , , ,Boys,Ethnicity,Black,1286,776,60,797,62,41927,32.6
201819,Academic year,Regional,E92000001,England,E12000008,South East, , , ,Boys,Ethnicity,Chinese,236,172,73,178,75,8398,35.6
201819,Academic year,Regional,E92000001,England,E12000008,South East, , , ,Boys,Ethnicity,Mixed,3280,2249,69,2296,70,113086,34.5
201819,Academic year,Regional,E92000001,England,E12000009,South West, , , ,Total,Ethnicity,Total,59055,42081,71,42549,72,2053543,34.8
201819,Academic year,Regional,E92000001,England,E12000009,South West, , , ,Total,Ethnicity,White,51472,37029,72,37383,73,1796668,34.9
201819,Academic year,Regional,E92000001,England,E12000009,South West, , , ,Total,Ethnicity,Asian,1536,1047,68,1086,71,51664,33.6
201819,Academic year,Regional,E92000001,England,E12000009,South West, , , ,Total,Ethnicity,Black,970,615,63,632,65,31813,32.8
201819,Academic year,Regional,E92000001,England,E12000009,South West, , , ,Total,Ethnicity,Chinese,162,115,71,116,72,5497,33.9
201819,Academic year,Regional,E92000001,England,E12000009,South West, , , ,Total,Ethnicity,Mixed,2512,1789,71,1816,72,87731,34.9
201819,Academic year,Regional,E92000001,England,E12000009,South West, , , ,Girls,Ethnicity,Total,28939,22562,78,22677,78,1035329,35.8
201819,Academic year,Regional,E92000001,England,E12000009,South West, , , ,Girls,Ethnicity,White,25170,19797,79,19879,79,903662,35.9
201819,Academic year,Regional,E92000001,England,E12000009,South West, , , ,Girls,Ethnicity,Asian,754,577,77,589,78,26388,35
201819,Academic year,Regional,E92000001,England,E12000009,South West, , , ,Girls,Ethnicity,Black,503,362,72,367,73,17126,34
201819,Academic year,Regional,E92000001,England,E12000009,South West, , , ,Girls,Ethnicity,Chinese,78,62,79,62,79,2680,34.4
201819,Academic year,Regional,E92000001,England,E12000009,South West, , , ,Girls,Ethnicity,Mixed,1225,953,78,959,78,44152,36
201819,Academic year,Regional,E92000001,England,E12000009,South West, , , ,Boys,Ethnicity,Total,30116,19519,65,19872,66,1018214,33.8
201819,Academic year,Regional,E92000001,England,E12000009,South West, , , ,Boys,Ethnicity,White,26302,17232,66,17504,67,893006,34
201819,Academic year,Regional,E92000001,England,E12000009,South West, , , ,Boys,Ethnicity,Asian,782,470,60,497,64,25276,32.3
201819,Academic year,Regional,E92000001,England,E12000009,South West, , , ,Boys,Ethnicity,Black,467,253,54,265,57,14687,31.4
201819,Academic year,Regional,E92000001,England,E12000009,South West, , , ,Boys,Ethnicity,Chinese,84,53,63,54,64,2817,33.5
201819,Academic year,Regional,E92000001,England,E12000009,South West, , , ,Boys,Ethnicity,Mixed,1287,836,65,857,67,43579,33.9
201819,Academic year,Regional,E92000001,England,E13000001,Inner London, , , ,Total,Ethnicity,Total,34617,24973,72,25360,73,1197241,34.6
201819,Academic year,Regional,E92000001,England,E13000001,Inner London, , , ,Total,Ethnicity,White,11565,8889,77,9007,78,414501,35.8
201819,Academic year,Regional,E92000001,England,E13000001,Inner London, , , ,Total,Ethnicity,Asian,6486,4722,73,4816,74,222114,34.2
201819,Academic year,Regional,E92000001,England,E13000001,Inner London, , , ,Total,Ethnicity,Black,7157,4918,69,4996,70,238317,33.3
201819,Academic year,Regional,E92000001,England,E13000001,Inner London, , , ,Total,Ethnicity,Chinese,295,234,79,236,80,10554,35.8
201819,Academic year,Regional,E92000001,England,E13000001,Inner London, , , ,Total,Ethnicity,Mixed,4415,3289,74,3333,75,154932,35.1
201819,Academic year,Regional,E92000001,England,E13000001,Inner London, , , ,Girls,Ethnicity,Total,16941,13404,79,13524,80,606597,35.8
201819,Academic year,Regional,E92000001,England,E13000001,Inner London, , , ,Girls,Ethnicity,White,5683,4715,83,4748,84,209733,36.9
201819,Academic year,Regional,E92000001,England,E13000001,Inner London, , , ,Girls,Ethnicity,Asian,3147,2530,80,2560,81,112323,35.7
201819,Academic year,Regional,E92000001,England,E13000001,Inner London, , , ,Girls,Ethnicity,Black,3504,2707,77,2732,78,121776,34.8
201819,Academic year,Regional,E92000001,England,E13000001,Inner London, , , ,Girls,Ethnicity,Chinese,144,125,87,126,88,5384,37.4
201819,Academic year,Regional,E92000001,England,E13000001,Inner London, , , ,Girls,Ethnicity,Mixed,2162,1753,81,1761,81,78294,36.2
201819,Academic year,Regional,E92000001,England,E13000001,Inner London, , , ,Boys,Ethnicity,Total,17676,11569,65,11836,67,590644,33.4
201819,Academic year,Regional,E92000001,England,E13000001,Inner London, , , ,Boys,Ethnicity,White,5882,4174,71,4259,72,204768,34.8
201819,Academic year,Regional,E92000001,England,E13000001,Inner London, , , ,Boys,Ethnicity,Asian,3339,2192,66,2256,68,109791,32.9
201819,Academic year,Regional,E92000001,England,E13000001,Inner London, , , ,Boys,Ethnicity,Black,3653,2211,61,2264,62,116541,31.9
201819,Academic year,Regional,E92000001,England,E13000001,Inner London, , , ,Boys,Ethnicity,Chinese,151,109,72,110,73,5170,34.2
201819,Academic year,Regional,E92000001,England,E13000001,Inner London, , , ,Boys,Ethnicity,Mixed,2253,1536,68,1572,70,76638,34
201819,Academic year,Regional,E92000001,England,E13000002,Outer London, , , ,Total,Ethnicity,Total,66365,48763,73,49425,74,2321929,35
201819,Academic year,Regional,E92000001,England,E13000002,Outer London, , , ,Total,Ethnicity,White,29354,21797,74,22035,75,1039165,35.4
201819,Academic year,Regional,E92000001,England,E13000002,Outer London, , , ,Total,Ethnicity,Asian,14637,11123,76,11313,77,512912,35
201819,Academic year,Regional,E92000001,England,E13000002,Outer London, , , ,Total,Ethnicity,Black,8497,6005,71,6105,72,288128,33.9
201819,Academic year,Regional,E92000001,England,E13000002,Outer London, , , ,Total,Ethnicity,Chinese,632,530,84,540,85,23219,36.7
201819,Academic year,Regional,E92000001,England,E13000002,Outer London, , , ,Total,Ethnicity,Mixed,7142,5475,77,5539,78,255646,35.8
201819,Academic year,Regional,E92000001,England,E13000002,Outer London, , , ,Girls,Ethnicity,Total,32125,25686,80,25906,81,1162930,36.2
201819,Academic year,Regional,E92000001,England,E13000002,Outer London, , , ,Girls,Ethnicity,White,14080,11357,81,11434,81,514529,36.5
201819,Academic year,Regional,E92000001,England,E13000002,Outer London, , , ,Girls,Ethnicity,Asian,7077,5843,83,5900,83,257225,36.3
201819,Academic year,Regional,E92000001,England,E13000002,Outer London, , , ,Girls,Ethnicity,Black,4232,3297,78,3330,79,149224,35.3
201819,Academic year,Regional,E92000001,England,E13000002,Outer London, , , ,Girls,Ethnicity,Chinese,314,272,87,274,87,11738,37.4
201819,Academic year,Regional,E92000001,England,E13000002,Outer London, , , ,Girls,Ethnicity,Mixed,3452,2873,83,2899,84,128262,37.2
201819,Academic year,Regional,E92000001,England,E13000002,Outer London, , , ,Boys,Ethnicity,Total,34240,23077,67,23519,69,1158999,33.8
201819,Academic year,Regional,E92000001,England,E13000002,Outer London, , , ,Boys,Ethnicity,White,15274,10440,68,10601,69,524636,34.3
201819,Academic year,Regional,E92000001,England,E13000002,Outer London, , , ,Boys,Ethnicity,Asian,7560,5280,70,5413,72,255687,33.8
201819,Academic year,Regional,E92000001,England,E13000002,Outer London, , , ,Boys,Ethnicity,Black,4265,2708,63,2775,65,138904,32.6
201819,Academic year,Regional,E92000001,England,E13000002,Outer London, , , ,Boys,Ethnicity,Chinese,318,258,81,266,84,11481,36.1
201819,Academic year,Regional,E92000001,England,E13000002,Outer London, , , ,Boys,Ethnicity,Mixed,3690,2602,71,2640,72,127384,34.5
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Total,Ethnicity,Total,1198,843,70,859,72,40876,34.1
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Total,Ethnicity,White,1064,756,71,769,72,36459,34.3
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Total,Ethnicity,Asian,52,33,63,35,67,1669,32.1
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Total,Ethnicity,Black,9,8,89,8,89,342,38
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Total,Ethnicity,Chinese,2,2,100,2,100,79,39.5
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Total,Ethnicity,Mixed,33,20,61,20,61,1047,31.7
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Girls,Ethnicity,Total,571,442,77,450,79,20336,35.6
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Girls,Ethnicity,White,506,392,77,398,79,18023,35.6
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Girls,Ethnicity,Asian,27,21,78,22,81,924,34.2
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Girls,Ethnicity,Black,5,5,100,5,100,194,38.8
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Girls,Ethnicity,Chinese,2,2,100,2,100,79,39.5
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Girls,Ethnicity,Mixed,12,8,67,8,67,398,33.2
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Boys,Ethnicity,Total,627,401,64,409,65,20540,32.8
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Boys,Ethnicity,White,558,364,65,371,66,18436,33
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Boys,Ethnicity,Asian,25,12,48,13,52,745,29.8
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Boys,Ethnicity,Black,4,3,75,3,75,148,37
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Boys,Ethnicity,Chinese,0,.,.,.,.,.,.
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Boys,Ethnicity,Mixed,21,12,57,12,57,649,30.9
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Total,Ethnicity,Total,5420,3842,71,3890,72,191188,35.3
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Total,Ethnicity,White,5168,3676,71,3721,72,182430,35.3
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Total,Ethnicity,Asian,40,27,68,27,68,1341,33.5
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Total,Ethnicity,Black,15,11,73,12,80,536,35.7
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Total,Ethnicity,Chinese,10,9,90,9,90,383,38.3
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Total,Ethnicity,Mixed,85,60,71,62,73,3010,35.4
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Girls,Ethnicity,Total,2637,2055,78,2065,78,96722,36.7
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Girls,Ethnicity,White,2517,1967,78,1976,79,92421,36.7
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Girls,Ethnicity,Asian,18,11,61,11,61,583,32.4
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Girls,Ethnicity,Black,8,6,75,7,88,281,35.1
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Girls,Ethnicity,Chinese,4,3,75,3,75,141,35.3
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Girls,Ethnicity,Mixed,42,36,86,36,86,1556,37
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Boys,Ethnicity,Total,2783,1787,64,1825,66,94466,33.9
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Boys,Ethnicity,White,2651,1709,64,1745,66,90009,34
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Boys,Ethnicity,Asian,22,16,73,16,73,758,34.5
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Boys,Ethnicity,Black,7,5,71,5,71,255,36.4
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Boys,Ethnicity,Chinese,6,6,100,6,100,242,40.3
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Boys,Ethnicity,Mixed,43,24,56,26,60,1454,33.8
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Total,Ethnicity,Total,2109,1529,72,1547,73,78204,37.1
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Total,Ethnicity,White,1836,1344,73,1358,74,68621,37.4
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Total,Ethnicity,Asian,38,28,74,28,74,1380,36.3
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Total,Ethnicity,Black,32,19,59,19,59,1111,34.7
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Total,Ethnicity,Chinese,26,18,69,18,69,952,36.6
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Total,Ethnicity,Mixed,64,48,75,48,75,2339,36.5
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Girls,Ethnicity,Total,1070,847,79,854,80,41229,38.5
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Girls,Ethnicity,White,937,753,80,758,81,36399,38.8
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Girls,Ethnicity,Asian,18,13,72,13,72,692,38.4
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Girls,Ethnicity,Black,13,8,62,8,62,481,37
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Girls,Ethnicity,Chinese,16,11,69,11,69,590,36.9
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Girls,Ethnicity,Mixed,29,21,72,21,72,1073,37
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Boys,Ethnicity,Total,1039,682,66,693,67,36975,35.6
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Boys,Ethnicity,White,899,591,66,600,67,32222,35.8
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Boys,Ethnicity,Asian,20,15,75,15,75,688,34.4
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Boys,Ethnicity,Black,19,11,58,11,58,630,33.2
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Boys,Ethnicity,Chinese,10,7,70,7,70,362,36.2
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Boys,Ethnicity,Mixed,35,27,77,27,77,1266,36.2
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Total,Ethnicity,Total,1080,772,71,780,72,37400,34.6
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Total,Ethnicity,White,1015,728,72,736,73,35221,34.7
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Total,Ethnicity,Asian,26,17,65,17,65,838,32.2
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Total,Ethnicity,Black,7,4,57,4,57,215,30.7
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Total,Ethnicity,Chinese,1,0,0,0,0,26,26
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Total,Ethnicity,Mixed,23,18,78,18,78,858,37.3
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Girls,Ethnicity,Total,530,419,79,422,80,19079,36
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Girls,Ethnicity,White,504,399,79,402,80,18168,36
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Girls,Ethnicity,Asian,11,8,73,8,73,372,33.8
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Girls,Ethnicity,Black,4,3,75,3,75,137,34.3
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Girls,Ethnicity,Chinese,1,0,0,0,0,26,26
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Girls,Ethnicity,Mixed,9,9,100,9,100,359,39.9
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Boys,Ethnicity,Total,550,353,64,358,65,18321,33.3
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Boys,Ethnicity,White,511,329,64,334,65,17053,33.4
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Boys,Ethnicity,Asian,15,9,60,9,60,466,31.1
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Boys,Ethnicity,Black,3,1,33,1,33,78,26
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Boys,Ethnicity,Chinese,0,.,.,.,.,.,.
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Boys,Ethnicity,Mixed,14,9,64,9,64,499,35.6
