time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,lad_code,lad_name,fsm,area_of_learning,number_of_pupils,at_least_expected_number,at_least_expected_percent
201819,Academic year,Regional,E92000001,England,E13000001,Inner London, , ,All other pupils,Literacy,28100,21700,77
201819,Academic year,Regional,E92000001,England,E13000002,Outer London, , ,Total,Literacy,66365,50495,76
201819,Academic year,Regional,E92000001,England,E13000002,Outer London, , ,FSM,Literacy,7395,4767,64
201819,Academic year,Regional,E92000001,England,E13000002,Outer London, , ,All other pupils,Literacy,58970,45728,78
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000005,Darlington,Total,Literacy,1198,877,73
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000005,Darlington,FSM,Literacy,238,146,61
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000005,Darlington,All other pupils,Literacy,960,731,76
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000047,Durham,Total,Literacy,5420,3955,73
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000047,Durham,FSM,Literacy,1282,716,56
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000047,Durham,All other pupils,Literacy,4138,3239,78
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,Gateshead,Total,Literacy,2109,1574,75
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,Gateshead,FSM,Literacy,427,231,54
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,Gateshead,All other pupils,Literacy,1682,1343,80
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000001,Hartlepool,Total,Literacy,1080,794,74
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000001,Hartlepool,FSM,Literacy,325,204,63
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000001,Hartlepool,All other pupils,Literacy,755,590,78
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,Total,Literacy,1948,1245,64
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,FSM,Literacy,566,314,55
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,All other pupils,Literacy,1382,931,67
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,Newcastle upon Tyne,Total,Literacy,3193,2274,71
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,Newcastle upon Tyne,FSM,Literacy,1009,624,62
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,Newcastle upon Tyne,All other pupils,Literacy,2184,1650,76
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,North Tyneside,Total,Literacy,2384,1762,74
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,North Tyneside,FSM,Literacy,402,227,56
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,North Tyneside,All other pupils,Literacy,1982,1535,77
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000057,Northumberland,Total,Literacy,3098,2356,76
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000057,Northumberland,FSM,Literacy,417,260,62
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000057,Northumberland,All other pupils,Literacy,2681,2096,78
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,Total,Literacy,1592,1149,72
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,FSM,Literacy,349,187,54
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,All other pupils,Literacy,1243,962,77
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,South Tyneside,Total,Literacy,1656,1230,74
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,South Tyneside,FSM,Literacy,415,251,60
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,South Tyneside,All other pupils,Literacy,1241,979,79
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,Total,Literacy,2436,1817,75
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,FSM,Literacy,386,226,59
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,All other pupils,Literacy,2050,1591,78
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E08000024,Sunderland,Total,Literacy,2910,2151,74
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E08000024,Sunderland,FSM,Literacy,511,327,64
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E08000024,Sunderland,All other pupils,Literacy,2399,1824,76
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000008,Blackburn with Darwen,Total,Literacy,2050,1442,70
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000008,Blackburn with Darwen,FSM,Literacy,346,209,60
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000008,Blackburn with Darwen,All other pupils,Literacy,1704,1233,72
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000009,Blackpool,Total,Literacy,1753,1219,70
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000009,Blackpool,FSM,Literacy,390,235,60
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000009,Blackpool,All other pupils,Literacy,1363,984,72
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000001,Bolton,Total,Literacy,3967,2735,69
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000001,Bolton,FSM,Literacy,647,348,54
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000001,Bolton,All other pupils,Literacy,3320,2387,72
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000002,Bury,Total,Literacy,2336,1705,73
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000002,Bury,FSM,Literacy,261,158,61
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000002,Bury,All other pupils,Literacy,2075,1547,75
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,Cheshire East,Total,Literacy,4067,3007,74
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,Cheshire East,FSM,Literacy,321,165,51
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,Cheshire East,All other pupils,Literacy,3746,2842,76
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000050,Cheshire West and Chester,Total,Literacy,3857,2823,73
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000050,Cheshire West and Chester,FSM,Literacy,421,225,53
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000050,Cheshire West and Chester,All other pupils,Literacy,3436,2598,76
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,Cumbria,Total,Literacy,4891,3543,72
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,Cumbria,FSM,Literacy,449,231,51
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,Cumbria,All other pupils,Literacy,4442,3312,75
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000006,Halton,Total,Literacy,1456,973,67
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000006,Halton,FSM,Literacy,308,150,49
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000006,Halton,All other pupils,Literacy,1148,823,72
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000011,Knowsley,Total,Literacy,1804,1247,69
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000011,Knowsley,FSM,Literacy,540,303,56
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000011,Knowsley,All other pupils,Literacy,1264,944,75
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,Lancashire,Total,Literacy,13761,9786,71
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,Lancashire,FSM,Literacy,1788,967,54
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,Lancashire,All other pupils,Literacy,11973,8819,74
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000012,Liverpool,Total,Literacy,5427,3591,66
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000012,Liverpool,FSM,Literacy,1035,536,52
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000012,Liverpool,All other pupils,Literacy,4392,3055,70
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000003,Manchester,Total,Literacy,7054,4750,67
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000003,Manchester,FSM,Literacy,1842,1149,62
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000003,Manchester,All other pupils,Literacy,5212,3601,69
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000004,Oldham,Total,Literacy,3387,2341,69
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000004,Oldham,FSM,Literacy,551,321,58
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000004,Oldham,All other pupils,Literacy,2836,2020,71
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000005,Rochdale,Total,Literacy,2988,2015,67
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000005,Rochdale,FSM,Literacy,519,280,54
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000005,Rochdale,All other pupils,Literacy,2469,1735,70
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000006,Salford,Total,Literacy,3175,2218,70
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000006,Salford,FSM,Literacy,673,417,62
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000006,Salford,All other pupils,Literacy,2502,1801,72
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000014,Sefton,Total,Literacy,3020,2137,71
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000014,Sefton,FSM,Literacy,469,262,56
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000014,Sefton,All other pupils,Literacy,2551,1875,74
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000013,St. Helens,Total,Literacy,2051,1481,72
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000013,St. Helens,FSM,Literacy,295,158,54
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000013,St. Helens,All other pupils,Literacy,1756,1323,75
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000007,Stockport,Total,Literacy,3614,2597,72
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000007,Stockport,FSM,Literacy,378,177,47
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000007,Stockport,All other pupils,Literacy,3236,2420,75
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000008,Tameside,Total,Literacy,2902,1977,68
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000008,Tameside,FSM,Literacy,546,304,56
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000008,Tameside,All other pupils,Literacy,2356,1673,71
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000009,Trafford,Total,Literacy,2973,2285,77
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000009,Trafford,FSM,Literacy,184,106,58
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000009,Trafford,All other pupils,Literacy,2789,2179,78
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000007,Warrington,Total,Literacy,2432,1830,75
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000007,Warrington,FSM,Literacy,316,199,63
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000007,Warrington,All other pupils,Literacy,2116,1631,77
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000010,Wigan,Total,Literacy,3645,2513,69
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000010,Wigan,FSM,Literacy,579,297,51
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000010,Wigan,All other pupils,Literacy,3066,2216,72
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000015,Wirral,Total,Literacy,3670,2593,71
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000015,Wirral,FSM,Literacy,646,333,52
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000015,Wirral,All other pupils,Literacy,3024,2260,75
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000016,Barnsley,Total,Literacy,2752,1949,71
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000016,Barnsley,FSM,Literacy,531,311,59
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000016,Barnsley,All other pupils,Literacy,2221,1638,74
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000032,Bradford,Total,Literacy,7668,5261,69
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000032,Bradford,FSM,Literacy,1200,672,56
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000032,Bradford,All other pupils,Literacy,6468,4589,71
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000033,Calderdale,Total,Literacy,2675,1919,72
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000033,Calderdale,FSM,Literacy,400,208,52
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000033,Calderdale,All other pupils,Literacy,2275,1711,75
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000017,Doncaster,Total,Literacy,3541,2594,73
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000017,Doncaster,FSM,Literacy,583,341,58
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000017,Doncaster,All other pupils,Literacy,2958,2253,76
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E06000011,East Riding of Yorkshire,Total,Literacy,3348,2526,75
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E06000011,East Riding of Yorkshire,FSM,Literacy,395,225,57
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E06000011,East Riding of Yorkshire,All other pupils,Literacy,2953,2301,78
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E06000010,Kingston Upon Hull City of,Total,Literacy,3286,2249,68
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E06000010,Kingston Upon Hull City of,FSM,Literacy,716,424,59
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E06000010,Kingston Upon Hull City of,All other pupils,Literacy,2570,1825,71
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000034,Kirklees,Total,Literacy,5277,3762,71
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000034,Kirklees,FSM,Literacy,730,412,56
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000034,Kirklees,All other pupils,Literacy,4547,3350,74
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000035,Leeds,Total,Literacy,9784,6635,68
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000035,Leeds,FSM,Literacy,1879,927,49
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000035,Leeds,All other pupils,Literacy,7905,5708,72
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E06000012,North East Lincolnshire,Total,Literacy,1897,1366,72
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E06000012,North East Lincolnshire,FSM,Literacy,372,231,62
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E06000012,North East Lincolnshire,All other pupils,Literacy,1525,1135,74
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E06000013,North Lincolnshire,Total,Literacy,1836,1350,74
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E06000013,North Lincolnshire,FSM,Literacy,289,164,57
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E06000013,North Lincolnshire,All other pupils,Literacy,1547,1186,77
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E10000023,North Yorkshire,Total,Literacy,5987,4430,74
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E10000023,North Yorkshire,FSM,Literacy,540,280,52
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E10000023,North Yorkshire,All other pupils,Literacy,5447,4150,76
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000018,Rotherham,Total,Literacy,3212,2302,72
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000018,Rotherham,FSM,Literacy,448,255,57
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000018,Rotherham,All other pupils,Literacy,2764,2047,74
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000019,Sheffield,Total,Literacy,6230,4415,71
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000019,Sheffield,FSM,Literacy,1508,825,55
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000019,Sheffield,All other pupils,Literacy,4722,3590,76
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000036,Wakefield,Total,Literacy,4148,2977,72
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000036,Wakefield,FSM,Literacy,605,329,54
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E08000036,Wakefield,All other pupils,Literacy,3543,2648,75
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E06000014,York,Total,Literacy,1950,1500,77
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E06000014,York,FSM,Literacy,150,83,55
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,E06000014,York,All other pupils,Literacy,1800,1417,79
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000015,Derby,Total,Literacy,3259,2345,72
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000015,Derby,FSM,Literacy,628,388,62
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000015,Derby,All other pupils,Literacy,2631,1957,74
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000007,Derbyshire,Total,Literacy,8192,5950,73
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000007,Derbyshire,FSM,Literacy,1352,746,55
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000007,Derbyshire,All other pupils,Literacy,6840,5204,76
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,Total,Literacy,4702,3236,69
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,FSM,Literacy,668,411,62
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,All other pupils,Literacy,4034,2825,70
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,Total,Literacy,7681,5692,74
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,FSM,Literacy,589,293,50
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,All other pupils,Literacy,7092,5399,76
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,Total,Literacy,7953,5660,71
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,FSM,Literacy,1016,580,57
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,All other pupils,Literacy,6937,5080,73
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000021,Northamptonshire,Total,Literacy,9277,6767,73
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000021,Northamptonshire,FSM,Literacy,761,429,56
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000021,Northamptonshire,All other pupils,Literacy,8516,6338,74
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,Total,Literacy,3739,2518,67
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,FSM,Literacy,882,506,57
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,All other pupils,Literacy,2857,2012,70
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,Total,Literacy,9336,6701,72
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,FSM,Literacy,1184,606,51
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,All other pupils,Literacy,8152,6095,75
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,Rutland,Total,Literacy,392,313,80
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,Rutland,FSM,Literacy,12,6,50
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,Rutland,All other pupils,Literacy,380,307,81
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,Total,Literacy,15785,10965,69
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,FSM,Literacy,4056,2503,62
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,Birmingham,All other pupils,Literacy,11729,8462,72
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,Total,Literacy,4354,3097,71
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,FSM,Literacy,522,297,57
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,Coventry,All other pupils,Literacy,3832,2800,73
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,Total,Literacy,3890,2690,69
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,FSM,Literacy,577,292,51
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,All other pupils,Literacy,3313,2398,72
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000019,Herefordshire,Total,Literacy,1850,1426,77
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000019,Herefordshire,FSM,Literacy,233,128,55
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000019,Herefordshire,All other pupils,Literacy,1617,1298,80
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,Total,Literacy,4686,3159,67
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,FSM,Literacy,914,533,58
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,All other pupils,Literacy,3772,2626,70
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,Shropshire,Total,Literacy,2926,2177,74
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,Shropshire,FSM,Literacy,291,163,56
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,Shropshire,All other pupils,Literacy,2635,2014,76
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,Total,Literacy,2694,2013,75
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,FSM,Literacy,384,224,58
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,All other pupils,Literacy,2310,1789,77
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,Total,Literacy,9430,7137,76
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,FSM,Literacy,841,487,58
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,All other pupils,Literacy,8589,6650,77
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,Total,Literacy,3369,2280,68
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,FSM,Literacy,932,532,57
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,All other pupils,Literacy,2437,1748,72
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000020,Telford and Wrekin,Total,Literacy,2209,1602,73
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000020,Telford and Wrekin,FSM,Literacy,397,241,61
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000020,Telford and Wrekin,All other pupils,Literacy,1812,1361,75
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,Total,Literacy,3870,2678,69
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,FSM,Literacy,1034,610,59
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,Walsall,All other pupils,Literacy,2836,2068,73
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,Total,Literacy,6453,4759,74
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,FSM,Literacy,636,363,57
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,All other pupils,Literacy,5817,4396,76
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000031,Wolverhampton,Total,Literacy,3487,2463,71
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000031,Wolverhampton,FSM,Literacy,918,558,61
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000031,Wolverhampton,All other pupils,Literacy,2569,1905,74
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000034,Worcestershire,Total,Literacy,6241,4591,74
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000034,Worcestershire,FSM,Literacy,780,409,52
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000034,Worcestershire,All other pupils,Literacy,5461,4182,77
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000055,Bedford Borough,Total,Literacy,2314,1639,71
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000055,Bedford Borough,FSM,Literacy,313,173,55
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000055,Bedford Borough,All other pupils,Literacy,2001,1466,73
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,Cambridgeshire,Total,Literacy,7091,5184,73
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,Cambridgeshire,FSM,Literacy,914,451,49
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,Cambridgeshire,All other pupils,Literacy,6177,4733,77
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000056,Central Bedfordshire,Total,Literacy,3600,2714,75
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000056,Central Bedfordshire,FSM,Literacy,239,116,49
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000056,Central Bedfordshire,All other pupils,Literacy,3361,2598,77
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,Essex,Total,Literacy,16897,12886,76
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,Essex,FSM,Literacy,1784,1038,58
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,Essex,All other pupils,Literacy,15113,11848,78
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,Total,Literacy,14190,10609,75
